StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q39,Q42_1,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q8_1,Q8_2,Q8_3,Q8_4,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q45_1,Q47_1,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q18_1_1,Q18_1_2,Q18_1_3,Q18_1_4,Q18_1_5,Q18_1_6,Q18_1_7,Q18_1_8,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q46,Q29,Q30,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q22,Q23,Q27,Q27_2_TEXT,Q24,Q40,Q25,Q25_6_TEXT,Q26,Q48,Q49,Q45,Q18_1_1 - Topics
2017-11-01 21:48:51,2017-11-01 21:56:34,0,62.116.36.127,100,462,1,2017-11-01 21:56:34,R_RISpksNyuXbtWTL,,,,,47.066696166992,15.449996948242,anonymous,EN,"2,4,5,7,8",97,4,3,5,1,1,4,1,5,4,4,5,1,4,5,4,1,1,4,7,6,5,4,4,2,4,4,3,4,3,3,3,4,4,2,4,2,3,3,"2,5",2,"1,7",2,2,2,"1,8","1,4",3,3,1,1,4,3,3,5,2,2,2,1,"1,4",2,1,3,3,4,4,4,4,4,2,3,1,2,1,,2,1,2,,3,1,1,,Unknown
2017-11-01 21:22:41,2017-11-01 21:57:32,0,213.225.11.93,100,2090,1,2017-11-01 21:57:32,R_1mf20Lo005Curoi,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4",76,1,4,5,1,3,1,3,5,4,1,5,1,2,3,4,4,1,3,8,3,5,1,3,4,4,4,1,4,5,5,5,3,3,3,4,3,3,3,"1,50","1,50","3,00","3,00","1,00","1,00","0,75","0,75",4,3,5,5,3,3,5,5,2,2,1,2,4,1,2,5,1,1,1,5,5,5,1,1,1,1,1,,2,1,3,,3,1,2,,Unknown
2017-11-01 21:52:35,2017-11-01 21:59:03,0,64.132.43.3,100,387,1,2017-11-01 21:59:03,R_3Dd9JV0N0Wq9gPC,,,,,36.016204833984,-80.043403625488,anonymous,EN,"1,2,3,4,5,6,7,8",70,4,4,5,1,5,1,1,5,4,2,4,2,4,4,4,3,5,3,7,7,4,4,4,3,4,3,2,4,3,3,5,3,3,2,3,3,2,3,2.5,2,3,3.2,2.5,1.8,1.3,1,4,5,5,5,5,5,4,5,2,2,2,1,4,3,5,5,5,2,3,3,3,4,3,3,2,2,1,,4,1,1,,3,1,1,,Unknown
2017-11-01 21:50:20,2017-11-01 22:00:27,0,80.110.79.227,100,607,1,2017-11-01 22:00:28,R_1PdV197NUAUV1fH,,,,,48.240203857422,16.377304077148,anonymous,EN,"1,2,3,4,5,6,7,8",50,5,5,4,1,3,1,1,5,5,3,5,2,3,2,2,1,2,5,8,3,5,2,4,3,4,3,3,4,5,3,5,3,3,3,3,2,2,3,€3.00,€2.50,€2.99,€3.99,€2.50,€2.00,€2.50,€2.50,3,5,4,5,5,4,5,5,2,2,1,2,"2,3",4,3,4,3,4,4,5,4,5,1,5,2,2,1,,2,1,3,,4,1,2,,Unknown
2017-11-01 21:52:46,2017-11-01 22:01:14,0,62.46.177.32,100,508,1,2017-11-01 22:01:14,R_2YkXoE8fB8IL3WL,,,,,47.083297729492,15.541702270508,anonymous,EN,"1,2,3,4,5,7,8",36,4,5,3,1,4,1,3,5,4,3,4,4,4,2,4,3,6,5,6,5,4,2,3,3,2,4,3,3,2,2,5,3,3,2,2,2,2,3,€3,€2.5,€3,€4,€3,€2,€2,€1.5,3,4,4,4,4,3,3,4,1,2,1,1,"1,3,4",2,4,2,3,4,5,3,2,3,2,5,2,2,1,,1,1,1,,3,2,1,,Unknown
2017-11-01 21:58:32,2017-11-01 22:01:49,0,213.225.14.159,100,197,1,2017-11-01 22:01:50,R_1IARDEFXjqmxNdT,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",47,4,4,3,5,4,3,4,3,3,3,2,2,1,4,4,2,4,3,3,5,1,1,3,2,4,3,2,2,2,2,2,2,2,1,2,1,3,2,1,2,3,4,5,1,1,3,5,3,5,3,4,3,3,3,1,1,1,2,"1,2,3,4",4,4,4,4,4,4,2,2,1,4,4,2,2,1,,4,2,4,,5,1,2,,Unknown
2017-11-01 21:42:00,2017-11-01 22:05:48,0,80.110.117.47,100,1428,1,2017-11-01 22:05:49,R_1ptbcILXqw0EFHm,,,,,48.216705322266,16.399993896484,anonymous,EN,"1,2,3,4,7",53,5,1,1,1,1,1,4,4,4,3,4,4,2,4,4,3,5,4,6,5,4,3,3,4,3,3,2,4,2,2,4,3,3,3,3,2,3,2,2.5,2,4.5,5,3,2.5,2.8,2,3,4,3,4,3,3,3,4,2,1,1,2,"1,2,3,4",4,5,4,4,3,4,4,4,4,3,3,2,2,2,Italy,2,1,1,,4,2,2,,Unknown
2017-11-01 21:55:55,2017-11-01 22:07:12,0,91.141.2.11,100,676,1,2017-11-01 22:07:12,R_2dTokpNEiMkfQ4m,,,,,48.199996948242,16.36669921875,anonymous,EN,"2,4,5,6,7,8",26,5,3,5,1,1,1,1,5,4,3,4,2,5,2,4,1,4,3,7,7,5,2,4,3,4,4,3,4,4,3,2,2,4,3,4,4,4,4,2.5,1.50,2.5,3.5,3,1.79,1.19,0.99,5,5,5,5,4,4,5,4,2,2,2,2,2,1,5,5,4,1,1,4,4,4,1,1,2,2,1,,1,1,3,,4,1,1,,Unknown
2017-11-01 22:00:12,2017-11-01 22:08:43,0,46.125.250.111,100,511,1,2017-11-01 22:08:44,R_3GxEVIl4zVODgAy,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,3,8",49,4,3,5,4,1,1,1,5,5,4,5,4,3,1,3,4,7,8,8,5,5,3,3,3,5,3,4,4,4,3,5,3,3,2,3,2,2,2,1.50,0.80,1.00,1.20,1.20,1.20,1.50,1.00,3,5,3,4,4,3,2,5,2,2,2,2,"1,4",2,2,5,2,5,2,5,3,5,1,5,2,2,2,Germany,2,1,3,,4,1,2,,Unknown
2017-11-01 21:57:13,2017-11-01 22:10:00,0,77.119.130.181,100,767,1,2017-11-01 22:10:01,R_1onnlqsYutPphXL,,,,,48.195205688477,16.350296020508,anonymous,EN,"1,2,3,4,5,6,7,8",65,4,4,5,3,3,3,3,5,4,2,4,2,4,4,4,1,2,4,6,8,4,3,3,2,2,4,2,4,4,5,4,3,3,2,4,2,1,3,1.8,0.90,1.2,3,3,2,1.5,1.1,5,3,4,4,5,3,3,4,2,2,2,2,3,4,5,4,5,2,5,5,3,5,1,2,2,2,1,,3,1,6,,2,2,1,,Unknown
2017-11-01 22:04:13,2017-11-01 22:13:14,0,80.109.106.136,100,540,1,2017-11-01 22:13:14,R_ujL0vesl03OijOV,,,,,48.240203857422,16.377304077148,anonymous,EN,"1,2,3,4,5,7,8",50,3,5,3,1,3,1,4,5,5,4,4,4,5,4,5,1,6,6,6,7,4,3,3,3,3,3,3,5,4,4,4,4,4,3,3,3,3,4,2,1,2,2,2,1.5,2,1.5,4,4,3,2,2,2,3,4,2,2,1,1,"3,4",4,4,4,4,3,4,3,3,4,2,3,2,2,1,,1,1,1,,4,1,1,,Unknown
2017-11-01 21:58:56,2017-11-01 22:13:57,0,86.32.14.110,100,901,1,2017-11-01 22:13:58,R_3jVWhewN3DuyJRW,,,,,47.083297729492,15.541702270508,anonymous,EN,"1,2,3,4,5,6,7,8",40,4,3,5,1,3,1,1,5,4,4,5,2,4,3,4,2,6,7,7,6,5,2,4,4,4,4,3,4,4,2,5,3,3,2,4,3,2,3,€2.5,€1.5,€2,€3,€2,€1.7,€1.7,€1.6,4,4,4,5,5,3,5,5,2,1,1,2,1,2,4,4,5,4,4,5,4,5,1,5,2,2,1,,2,1,3,,4,1,1,"Concerning the monthly budget, it would be better to specify whether it's gross or net. ",Unknown
2017-11-01 22:03:12,2017-11-01 22:14:19,0,217.149.168.203,100,667,1,2017-11-01 22:14:20,R_RfyqepuKRAhQ6NH,,,,,48.199996948242,16.350006103516,anonymous,EN,"1,2,3,4,5,7,8",50,4,3,5,1,1,1,1,4,5,3,4,3,5,2,4,3,3,3,5,7,4,3,4,4,3,3,3,5,4,4,4,3,4,5,3,3,4,3,€1.8,€1.2,€2.8,€3.0,€1.8,€1.2,€2.0,€1.5,4,5,4,5,4,3,3,5,2,2,1,1,"3,4",5,5,5,3,3,2,4,3,5,1,1,3,2,1,,3,1,1,,3,1,1,,Unknown
2017-11-01 22:02:04,2017-11-01 22:15:49,0,178.191.181.143,100,824,1,2017-11-01 22:15:49,R_1pDJKGj77xw9zzv,,,,,48.233795166016,16.290100097656,anonymous,EN,"1,2,3,4,5,7,8",90,3,4,3,1,1,1,5,5,5,4,4,4,5,4,4,2,7,4,6,8,4,4,3,3,4,4,3,5,2,2,4,3,3,2,3,2,2,2,2,1,2.5,3,1.5,1,2,1,3,4,3,4,4,2,3,4,1,1,1,1,"1,3,4",4,3,2,3,4,4,2,2,2,3,4,2,2,2,Germany,2,1,3,,4,1,1,,Unknown
2017-11-01 22:05:52,2017-11-01 22:16:06,0,212.95.8.149,100,613,1,2017-11-01 22:16:06,R_33d67J7Dw5tWJ11,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",15,5,4,5,3,1,1,1,5,5,3,4,4,5,1,4,2,7,6,4,6,4,4,3,2,5,5,2,5,1,2,4,3,3,2,3,2,3,2,3,"1,50",1,3,4,2,3,1,3,4,2,3,4,2,3,5,1,1,1,1,"1,2,3,4",5,4,2,3,1,5,1,1,5,4,4,1,2,1,,1,2,1,,3,1,2,,Unknown
2017-11-01 22:10:33,2017-11-01 22:19:44,0,84.112.42.215,100,550,1,2017-11-01 22:19:44,R_12J9JsSPFsSAXxM,,,,,48.233306884766,16.350006103516,anonymous,EN,"1,2,3,4,5,7,8",20,4,5,4,3,3,1,1,5,4,1,4,1,2,1,1,1,2,2,8,1,4,3,4,2,4,4,2,4,4,2,5,3,3,1,3,2,2,3,2.5,2.5,2,2,1.5,1.5,1,1,3,4,5,5,4,3,5,5,2,2,1,1,"1,3,4",4,2,5,5,2,2,5,4,5,1,1,2,1,1,,2,1,3,,3,1,2,-,Unknown
2017-11-01 22:13:21,2017-11-01 22:25:23,0,62.47.177.177,100,721,1,2017-11-01 22:25:23,R_21v3f5aoVr3YBiD,,,,,47.031005859375,15.372695922852,anonymous,EN,"1,2,3,4,5,6,7,8",50,4,5,3,1,1,1,1,5,5,4,5,1,4,1,4,1,2,8,7,4,4,3,4,2,5,3,4,5,2,1,4,3,3,3,3,3,2,2,€3.0,€2.0,€4.0,€4.0,€2.5,€2.0,€1.2,€1.0,3,5,4,4,4,2,2,5,1,2,1,1,"1,2,3,4",2,4,4,2,5,4,2,2,4,3,3,3,2,1,,1,2,4,,5,1,2,,Unknown
2017-11-01 22:16:07,2017-11-01 22:28:41,0,178.191.181.143,100,753,1,2017-11-01 22:28:41,R_3m4R7ifwNC2mR6M,,,,,48.233795166016,16.290100097656,anonymous,EN,"1,2,3,4,5,6,7,8",145,1,1,5,1,1,1,1,4,4,3,5,2,2,2,2,2,1,2,8,5,5,2,2,2,4,2,1,4,5,4,5,3,2,2,3,2,2,3,2,1,1.5,2,2,1,2,1,3,4,4,4,3,3,3,4,2,2,2,2,,4,2,5,4,3,3,5,5,5,1,2,2,1,1,,2,1,3,,4,1,2,,Unknown
2017-11-01 22:11:03,2017-11-01 22:28:44,0,62.47.175.53,100,1060,1,2017-11-01 22:28:44,R_2aEJEtU8A3Zahyr,,,,,48.195205688477,16.350296020508,anonymous,EN,"1,2,3,4,5,6,7,8",120,4,5,4,1,5,1,4,5,5,2,3,3,5,1,5,1,5,4,7,6,4,4,3,1,4,3,2,5,2,2,4,3,3,3,4,3,3,3,1.5,0,2,2,2,2,1.5,1.5,2,4,5,5,4,4,5,5,1,2,2,1,1,4,5,4,4,2,3,3,3,2,1,1,4,2,1,,4,2,5,,3,1,1,,Unknown
2017-11-01 22:21:05,2017-11-01 22:30:48,0,84.115.65.196,100,583,1,2017-11-01 22:30:48,R_2WOSgQ9e20VN2dd,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",42,5,4,5,3,4,1,1,4,4,4,5,3,5,1,4,2,5,7,8,3,4,5,2,2,4,3,4,4,4,5,5,3,3,2,4,3,1,3,2.5,1,1.9,2.0,2.4,2.2,1,1,4,5,5,5,5,2,5,5,1,2,1,2,,4,4,4,2,4,4,5,4,5,2,3,1,2,1,,2,1,1,,3,1,2,,Unknown
2017-11-01 22:17:25,2017-11-01 22:33:17,0,213.174.228.27,100,952,1,2017-11-01 22:33:18,R_3k1IqZ9tHldmURI,,,,,48.230499267578,13.37890625,anonymous,EN,"1,2,3,4,5,6,7,8",89,4,5,5,3,3,1,3,5,5,4,4,2,4,2,1,1,3,5,4,3,3,5,4,2,4,3,4,5,3,5,5,3,3,2,4,1,2,4,€4,€2,€3,€3,€3,€2,€3,€2,5,5,3,4,4,3,5,5,1,2,2,2,"1,2,4",2,4,4,3,4,4,5,4,5,1,3,1,2,1,,2,1,3,,3,1,1,"I have never filled out such an interesting survey before that made me reconsider and rethink my daily decisions more than this one did. ",Unknown
2017-11-01 22:01:20,2017-11-01 22:43:20,0,193.154.74.11,100,2519,1,2017-11-01 22:43:20,R_1Ok5ValB4osQHw1,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7",40,5,4,3,1,4,1,3,5,5,2,4,3,2,1,5,1,8,4,7,8,4,2,3,2,5,5,2,5,4,2,2,3,3,5,2,4,4,4,2€,"1,50€",3,3,2,"1,5",2,2,2,4,4,4,3,2,4,3,1,2,1,2,"1,3",4,1,5,5,2,4,2,3,5,1,4,2,2,1,,1,1,1,,4,1,1,,Unknown
2017-11-01 22:34:06,2017-11-01 22:44:39,0,83.233.139.82,100,632,1,2017-11-01 22:44:39,R_3enoBEnQRzR8U9w,,,,,56.033294677734,14.13330078125,anonymous,EN,"2,4,5,6,7,8",60,4,5,5,1,3,1,4,5,5,5,5,2,5,2,5,1,3,6,6,8,5,2,5,2,4,3,4,5,4,2,5,3,3,1,4,2,1,3,2,"1,50",2,3,2,"1,5","1,20",1,5,4,4,5,5,5,3,4,2,2,1,2,1,2,5,5,5,5,4,4,4,5,1,2,2,2,1,,2,1,1,,4,1,2,,Unknown
2017-11-01 22:47:31,2017-11-01 22:59:35,0,93.82.101.110,100,724,1,2017-11-01 22:59:36,R_3g290iu9TPGmq92,,,,,47.031005859375,15.372695922852,anonymous,EN,"1,2,3,4,5,6,7,8",50,4,3,3,4,3,3,1,5,4,2,5,4,4,2,3,2,7,4,7,5,5,3,5,2,4,3,2,4,4,4,5,3,3,4,3,3,2,3,3,2,3,4,2,1,2.5,2,4,4,4,4,4,4,4,4,1,2,2,1,"1,4",4,3,5,4,4,4,4,4,5,1,3,2,2,1,,4,1,3,,4,1,2,,Unknown
2017-11-01 22:52:54,2017-11-01 23:01:59,0,62.116.34.125,100,545,1,2017-11-01 23:02:00,R_2dAd8dIHlb6l2p8,,,,,47.066696166992,15.449996948242,anonymous,EN,"1,2,3,4,5,7,8",97,4,5,4,3,3,1,1,5,5,2,4,3,3,2,3,1,6,6,8,4,5,5,4,3,4,3,3,4,3,4,5,3,3,2,3,1,2,2,€3,€2,"€3,5",€4,€3,"€2,5",€3,€3,3,4,4,5,5,4,2,5,2,2,2,1,"1,2,3",2,5,5,4,4,4,4,3,4,2,4,2,2,1,,3,1,3,,5,1,2,,Unknown
2017-11-01 22:52:33,2017-11-01 23:06:51,0,194.166.228.49,100,857,1,2017-11-01 23:06:51,R_Ah47hNTgtuHUYkp,,,,,47.233093261719,9.6000061035156,anonymous,EN,"1,2,3,4,5,6,7,8",32,3,5,3,3,3,1,1,5,5,3,4,3,4,1,3,3,6,5,6,5,2,3,2,3,2,3,3,1,4,3,4,3,3,3,3,3,2,2,2.0,1.0,3.0,4.0,2.0,1.5,1.2,0.5,3,3,1,3,3,1,2,4,2,2,1,1,"2,3,4",5,1,5,5,3,4,4,3,4,2,4,1,1,1,,1,2,1,,3,1,1,,Unknown
2017-11-01 22:56:09,2017-11-01 23:07:57,0,5.28.86.66,100,707,1,2017-11-01 23:07:57,R_zUAPIAWD14EoDnz,,,,,52.51220703125,13.416397094727,anonymous,EN,"1,2,3,4,5,6,7,8",30,5,4,5,4,3,1,1,5,4,3,5,2,3,1,3,1,4,3,7,4,5,4,3,3,3,4,3,4,4,4,4,3,3,2,4,2,2,3,"1,5",1,2,2,1,1,2,"1,5",5,5,5,5,5,4,4,5,2,2,1,1,2,3,2,5,3,4,4,4,4,4,1,1,2,2,1,,2,1,3,,3,1,2,,Unknown
2017-11-01 23:02:59,2017-11-01 23:15:08,0,178.115.128.168,100,728,1,2017-11-01 23:15:08,R_1gN1cHdhFdU3u4t,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",103,4,5,3,3,4,1,3,5,5,1,1,1,5,1,1,1,5,5,3,1,3,3,5,2,4,3,3,5,3,3,4,3,3,3,3,2,1,3,2,1,2,2,2,0,1.5,1.5,5,3,5,5,5,1,5,5,2,2,1,2,"2,3",1,1,4,4,1,1,3,4,4,1,3,3,1,1,,4,2,4,,3,1,2,,Unknown
2017-11-01 23:05:15,2017-11-01 23:18:11,0,84.46.97.114,100,775,1,2017-11-01 23:18:11,R_bE4dqZnFuW96Med,,,,,53.552795410156,9.9360961914062,anonymous,EN,3,30,1,1,1,3,1,1,1,5,5,3,3,3,2,3,4,4,6,2,5,2,3,2,5,3,3,4,2,4,2,3,4,3,3,2,3,2,2,2,€4.99,€2.99,€1.99,€3.99,€2.99,€2.99,€1.99,€1.99,4,4,3,3,4,3,3,4,2,1,1,1,1,2,3,3,3,2,4,3,2,2,2,4,1,2,2,Germany,2,1,3,,4,1,2,,Unknown
2017-11-01 23:09:51,2017-11-01 23:18:20,0,213.225.34.168,100,508,1,2017-11-01 23:18:20,R_2tstdi3TetV5MQU,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,7,8",100,5,4,5,1,4,1,4,5,5,4,3,1,5,5,5,2,4,7,7,8,3,3,5,1,4,3,3,5,3,3,3,3,3,3,4,3,4,4,2.00,2.00,3.00,3.00,3.00,3.00,1.5,1.5,2,2,3,3,3,2,2,3,1,1,1,2,2,3,5,4,5,4,4,4,3,5,1,3,2,2,1,,1,1,1,,3,1,2,,Unknown
2017-11-01 23:18:59,2017-11-01 23:24:24,0,178.191.181.143,100,325,1,2017-11-01 23:24:25,R_1F5MSB9XmM75UNw,,,,,48.233795166016,16.290100097656,anonymous,EN,"1,2,3,4,5,7",49,3,3,5,1,1,1,1,5,5,2,4,4,4,3,4,2,6,5,7,7,4,3,2,3,4,4,4,5,2,1,4,3,2,2,3,1,1,1,2,0.7,1,2.5,2.8,1.4,2.6,1.5,1,4,2,4,5,1,2,5,1,1,1,1,"1,2,3,4",4,2,1,2,4,4,1,1,1,3,4,1,2,1,,3,1,3,,4,1,2,,Unknown
2017-11-01 23:11:34,2017-11-01 23:24:39,0,84.112.44.98,100,785,1,2017-11-01 23:24:40,R_27xvgSIQCf5be8Q,,,,,48.233306884766,16.350006103516,anonymous,EN,"1,2,3,4,7",102,5,4,1,4,3,5,1,5,5,2,4,4,3,1,5,4,8,7,8,8,5,1,4,3,3,4,4,5,2,2,5,3,3,2,3,2,1,3,3,2.5,5,5,4,2,1.5,2.5,3,5,5,5,5,2,3,3,1,2,1,2,"1,2,3,4",1,1,5,5,3,5,3,2,5,4,5,2,2,2,Ukraine,2,1,1,,4,1,2,,Unknown
2017-11-01 23:12:56,2017-11-01 23:28:09,0,213.225.11.64,100,912,1,2017-11-01 23:28:09,R_3IcuVQDXYBC7z2T,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",60,5,5,3,1,3,1,3,5,5,3,3,4,5,3,4,3,8,6,7,7,4,4,4,3,3,3,3,5,3,4,4,3,4,3,3,5,3,3,€2,€1,€2,€3.5,€2.5,€1.5,€2,€1.3,5,4,4,5,5,1,3,5,2,1,1,1,"2,3",4,5,3,3,3,5,3,3,3,3,3,2,2,1,,1,1,1,,3,1,1,,Unknown
2017-11-01 23:15:00,2017-11-01 23:28:47,0,88.116.237.2,100,827,1,2017-11-01 23:28:47,R_vGZv46ClYVn9r9L,,,,,48.216705322266,16.399993896484,anonymous,EN,"2,4,5,7,8",58,5,5,3,1,3,1,1,5,5,4,4,1,5,2,5,1,4,3,3,6,4,5,5,2,2,3,3,5,3,3,4,3,3,1,2,2,2,3,€2.99,€2.50,€2.50,€3.50,€2.50,€2.20,€1.50,€1.20,3,3,3,3,2,2,3,3,2,1,1,2,"2,3",4,5,2,4,2,4,4,2,2,1,3,2,2,1,,2,2,3,,3,1,2,,Unknown
2017-11-01 23:20:20,2017-11-01 23:30:57,0,178.165.128.169,100,637,1,2017-11-01 23:30:57,R_BIWXE4VnxfNjyTv,,,,,48.199996948242,16.36669921875,anonymous,EN,"2,4,5,6,7,8",35,5,4,3,1,3,1,1,5,5,2,4,3,5,4,5,2,6,5,6,8,4,4,4,3,4,4,3,5,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,2,2,2,3,4,5,5,4,3,4,4,1,2,1,1,,3,5,4,3,3,4,3,3,2,3,3,2,2,1,,3,1,3,,4,1,1,,Unknown
2017-11-01 23:30:20,2017-11-01 23:37:19,0,46.125.249.78,100,418,1,2017-11-01 23:37:19,R_30kIkk2LKoggsTC,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,3",69,4,4,5,3,3,3,1,5,4,2,5,1,4,3,4,1,6,8,8,6,5,2,5,4,5,4,4,4,5,3,5,3,3,3,5,3,5,5,4,2,4,6,4,"3,5",3,"2,5",5,4,4,5,5,3,4,5,2,1,2,2,2,3,4,5,5,5,1,5,2,3,1,1,1,2,1,,2,1,3,,3,1,2,,Unknown
2017-11-01 23:15:12,2017-11-01 23:37:58,0,130.15.34.146,100,1365,1,2017-11-01 23:37:59,R_2QFpeKcWncv8sf3,,,,,44.295501708984,-76.428001403809,anonymous,EN,"1,2,3,4,5,7,8",45,4,3,5,4,1,1,3,5,5,5,5,2,4,2,5,1,5,8,8,8,4,3,4,3,4,3,4,4,1,3,5,3,3,2,3,2,2,3,2,1.50,2.50,2.50,2,1.50,2,2,2,3,3,4,2,2,3,3,2,2,1,2,1,3,3,5,5,5,4,5,3,5,1,1,2,1,1,,2,1,3,,5,1,2,,Unknown
2017-11-01 23:26:36,2017-11-01 23:38:22,0,178.165.129.69,100,706,1,2017-11-01 23:38:23,R_1fdTZeEOIdXhaI0,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",60,4,5,5,1,3,1,1,5,5,4,4,3,4,1,4,2,7,7,6,8,4,2,5,1,3,3,3,5,3,2,4,3,3,2,4,2,2,2,"2,5",1,2,3,2,"1,2",2,2,2,4,4,5,4,2,4,3,1,2,1,1,"1,3,4",2,1,4,3,4,4,4,2,2,1,2,2,1,1,,3,1,3,,4,1,2,"Keep it shorter next time!
",Unknown
2017-11-01 23:26:16,2017-11-01 23:40:18,0,80.110.106.216,100,842,1,2017-11-01 23:40:19,R_x5BEhXKDYVpYfVT,,,,,48.198104858398,16.394805908203,anonymous,EN,"1,3,6",75,4,3,5,4,3,1,4,5,5,5,5,2,2,2,5,1,5,8,8,8,5,3,1,3,4,5,5,5,1,1,5,3,2,3,3,2,3,3,2.5,2,2.5,3,3,1.5,2,1,2,5,5,5,3,2,3,4,2,2,2,1,3,2,3,1,5,5,4,4,4,4,1,5,2,2,2,Romania,1,1,3,,3,1,2,,
2017-11-01 23:38:13,2017-11-01 23:45:41,0,77.136.40.184,100,448,1,2017-11-01 23:45:42,R_CeREcDL7Yh2eMqR,,,,,48.858200073242,2.3386993408203,anonymous,EN,"3,5",170,1,4,1,1,1,1,1,5,5,3,4,3,5,5,5,1,5,6,7,8,3,4,5,1,5,4,4,5,2,5,5,3,3,3,3,2,1,2,5,3,2,5,3,2,3,2,3,5,1,3,3,2,3,4,1,1,1,2,"1,3",5,5,5,5,5,5,3,3,4,3,4,2,2,1,,1,2,3,,5,2,1,,
2017-11-01 23:34:40,2017-11-01 23:46:47,0,178.115.131.116,100,726,1,2017-11-01 23:46:47,R_1pVFMakD1jkhIT4,,,,,48.199996948242,16.36669921875,anonymous,EN,"1,2,3,4,5,6,7,8",35,3,3,5,5,1,1,1,5,4,3,4,1,4,1,1,1,2,4,7,1,5,4,3,1,2,3,2,5,3,3,2,2,3,4,2,5,4,5,3,2,4,4,2.5,1.5,2,2,3,3,4,3,3,3,3,3,2,1,1,2,3,1,5,5,4,1,1,5,5,5,1,1,2,2,1,,1,1,3,,3,1,2,,
2017-11-01 23:06:56,2017-11-01 23:51:04,0,178.191.181.143,100,2647,1,2017-11-01 23:51:04,R_qJfOI8KWTyrknXr,,,,,48.233795166016,16.290100097656,anonymous,EN,"1,2,3,4,5,7,8",157,5,4,5,3,3,1,1,5,5,3,4,3,5,1,4,3,5,6,8,8,5,3,5,3,5,3,4,5,3,3,3,3,3,3,3,3,3,3,2,1,1.5,2,1.2,1,2,1,3,3,3,3,3,3,3,3,2,2,2,1,4,3,1,3,3,3,3,3,3,5,1,5,3,1,1,,4,2,5,,5,1,1,,
2017-11-01 23:52:05,2017-11-02 00:05:39,0,98.197.151.31,100,814,1,2017-11-02 00:05:41,R_pix47RFESKuZZUl,,,,,29.739700317383,-95.830200195312,anonymous,EN,"3,5",50,1,4,1,4,1,1,1,5,5,4,3,4,4,2,4,4,7,6,5,7,3,4,5,3,4,5,4,5,3,3,4,3,3,2,4,3,2,3,€3,€2,€2.75,€3.5,€5,€5,€2,€1.5,3,4,3,4,4,4,3,4,1,2,1,1,"1,2",4,5,2,2,4,3,4,2,4,1,3,2,2,2,U.S.,1,2,1,,5,1,1,,
2017-11-01 23:56:02,2017-11-02 00:08:06,0,80.110.78.94,100,723,1,2017-11-02 00:08:07,R_31XX2ZAm1WI3cbf,,,,,48.198104858398,16.394805908203,anonymous,EN,"1,2,3,4,5,7,8",25,4,5,4,1,3,1,1,5,4,2,5,3,5,2,4,2,5,3,6,6,3,3,3,4,3,3,4,4,4,4,4,3,3,4,3,2,2,3,2.7,1.8,2,2.5,1.7,1,2,2,4,2,3,4,3,2,3,3,2,1,1,1,"2,3",3,5,4,4,4,3,4,3,5,1,1,2,2,1,,1,1,1,,4,1,1,,
2017-11-01 23:59:24,2017-11-02 00:09:03,0,80.110.72.182,100,579,1,2017-11-02 00:09:04,R_zT3kfXSoXuS9Xyh,,,,,48.216705322266,16.399993896484,anonymous,EN,"1,2,3,4,5,6,7,8",45,5,4,4,1,3,4,1,5,5,5,5,5,4,3,4,4,7,8,8,8,5,5,5,4,5,4,4,5,3,3,5,2,3,2,4,3,2,3,€1.8,€0.8,1.99,2.50,2.99,1.30,1.90,1.00,5,5,4,5,4,3,5,5,2,2,2,2,"1,4",3,3,5,4,4,1,5,4,5,4,4,1,1,1,,3,1,5,,3,1,2,,
