"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1342","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 23:03:57,FALSE,NA,"918975623586041860",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HermannLacHey",188,TRUE,FALSE,NA,NA
"1343","@campsoscar @openarms_fund @diariARA @_anapastor_ @julia_otero @PepaBueno @la_kaseta @arantzadiez @MamenPg_ Endavan… https://t.co/OxASHm3Fp4",FALSE,3,"campsoscar",2017-10-13 23:03:46,TRUE,"918971006668234752","918975579118096384","85436344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoansotJordi",0,FALSE,FALSE,NA,NA
"1344","RT @estefaniaprz: Chaleco infantil y balsa sobre la que cientos de personas se lanzan al Mediterráneo desesperadamente. @openarms_fund en @…",FALSE,0,NA,2017-10-13 23:00:32,FALSE,NA,"918974763992788992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sandraAndreaNin",52,TRUE,FALSE,NA,NA
"1345","@campsoscar @openarms_fund @diariARA @_anapastor_ @julia_otero @PepaBueno @la_kaseta @arantzadiez @MamenPg_ Enorme… https://t.co/CyQRzFLJ6b",FALSE,1,"campsoscar",2017-10-13 22:53:59,TRUE,"918971006668234752","918973116080099329","85436344","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kalashnikov_boy",0,FALSE,FALSE,NA,NA
"1346","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 22:53:17,FALSE,NA,"918972940418469888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RutAixa",188,TRUE,FALSE,NA,NA
"1347","@campsoscar @openarms_fund @diariARA @_anapastor_ @julia_otero @PepaBueno @la_kaseta @arantzadiez @MamenPg_ <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>",FALSE,1,"campsoscar",2017-10-13 22:53:11,FALSE,"918971006668234752","918972914367717376","85436344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jolexsa30",0,FALSE,FALSE,NA,NA
"1348","RT @openarms_fund: Les llevamos al lugar de donde venimos.
Tripulación #Astral acerca el crimen #Med y nuestra misión a todos
 @volvooceanr…",FALSE,0,NA,2017-10-13 22:53:10,FALSE,NA,"918972912916451330",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vanessa59477222",70,TRUE,FALSE,NA,NA
"1349","@campsoscar @openarms_fund @diariARA @_anapastor_ @julia_otero @PepaBueno @la_kaseta @arantzadiez @MamenPg_ Animo",FALSE,1,"campsoscar",2017-10-13 22:52:44,FALSE,"918971006668234752","918972802375520256","85436344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarayDaSilva",0,FALSE,FALSE,NA,NA
"1350","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 22:52:28,FALSE,NA,"918972737619677184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gemmamarcegm",63,TRUE,FALSE,NA,NA
"1351","@campsoscar @openarms_fund  Mil gracias por vuestro trabajo <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",FALSE,1,"campsoscar",2017-10-13 22:50:09,FALSE,"918971006668234752","918972151960653830","85436344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mustang_v78",0,FALSE,FALSE,NA,NA
"1352","@campsoscar @openarms_fund @diariARA @_anapastor_ @julia_otero @PepaBueno @la_kaseta @arantzadiez @MamenPg_ ¡Mucho… https://t.co/hIKSZ3xEYO",FALSE,1,"campsoscar",2017-10-13 22:49:54,TRUE,"918971006668234752","918972090593751040","85436344","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LAMarxEstrella2",0,FALSE,FALSE,NA,NA
"1353","@campsoscar @openarms_fund @diariARA @_anapastor_ @julia_otero @PepaBueno @la_kaseta @arantzadiez @MamenPg_ Enhorab… https://t.co/uJgxot7a6a",FALSE,6,"campsoscar",2017-10-13 22:48:36,TRUE,"918971006668234752","918971760745295872","85436344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TNavarro64",0,FALSE,FALSE,NA,NA
"1354","RT @openarms_fund: Arrancan las actividades de sensibilización #Alicante @volvooceanrace 
La cara más oscura del #Med 
Concienciar para hac…",FALSE,0,NA,2017-10-13 22:48:03,FALSE,NA,"918971623579013120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SyrioB",104,TRUE,FALSE,NA,NA
"1355","@campsoscar @openarms_fund @diariARA @_anapastor_ @julia_otero @PepaBueno @la_kaseta @arantzadiez @MamenPg_ Quin gr… https://t.co/VR2cMDTx9t",FALSE,2,"campsoscar",2017-10-13 22:47:54,TRUE,"918971006668234752","918971586065195010","85436344","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sucreblau",0,FALSE,FALSE,NA,NA
"1356","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 22:46:05,FALSE,NA,"918971128349102080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MMadreselva",188,TRUE,FALSE,NA,NA
"1357","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 22:41:35,FALSE,NA,"918969996969152512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","C84Cafe",91,TRUE,FALSE,NA,NA
"1358","RT @openarms_fund: Fronteras invisibles q matan. 
Más de 2.600 ahogados #Med 2017 
Muchísimos más rescatados bajo la bandera de la solidari…",FALSE,0,NA,2017-10-13 22:39:04,FALSE,NA,"918969363750932483",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CassapoMarina",350,TRUE,FALSE,NA,NA
"1359","RT @salvadostv: <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>¡#Astral cumple 1 año! El documental ha dado la vuelta al mundo con @OpenArms_Fund. ¡Muchas gracias a todos! https://t.co/…",FALSE,0,NA,2017-10-13 22:33:17,FALSE,NA,"918967907715026944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peloteramarillo",167,TRUE,FALSE,NA,NA
"1360","RT @roysmother: Éste finde @openarms_fund en el Esperanzah! Nos vemos allí! https://t.co/F0xBh4byYu",FALSE,0,NA,2017-10-13 22:32:03,FALSE,NA,"918967597521162243",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anitatabo",22,TRUE,FALSE,NA,NA
"1361","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 22:29:58,FALSE,NA,"918967073639890944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PRamos_Ringo",188,TRUE,FALSE,NA,NA
"1362","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 22:28:23,FALSE,NA,"918966674551910400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ametsa3",63,TRUE,FALSE,NA,NA
"1363","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 22:19:28,FALSE,NA,"918964430494420992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jmpifarre",188,TRUE,FALSE,NA,NA
"1364","@estefaniaprz @openarms_fund @volvooceanrace La UE es un bluff",FALSE,0,"estefaniaprz",2017-10-13 22:18:59,FALSE,"918535393695424519","918964309044219904","329906541","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LDalleres",0,FALSE,FALSE,NA,NA
"1365","RT @estefaniaprz: Chaleco infantil y balsa sobre la que cientos de personas se lanzan al Mediterráneo desesperadamente. @openarms_fund en @…",FALSE,0,NA,2017-10-13 22:17:41,FALSE,NA,"918963980705652737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LDalleres",52,TRUE,FALSE,NA,NA
"1366","RT @salvadostv: <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>¡#Astral cumple 1 año! El documental ha dado la vuelta al mundo con @OpenArms_Fund. ¡Muchas gracias a todos! https://t.co/…",FALSE,0,NA,2017-10-13 22:13:58,FALSE,NA,"918963048685109253",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marxuky",167,TRUE,FALSE,NA,NA
"1367","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 22:13:34,FALSE,NA,"918962944259567616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marxuky",91,TRUE,FALSE,NA,NA
"1368","RT @openarms_fund: Fronteras invisibles q matan. 
Más de 2.600 ahogados #Med 2017 
Muchísimos más rescatados bajo la bandera de la solidari…",FALSE,0,NA,2017-10-13 22:12:06,FALSE,NA,"918962576733720578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marxuky",350,TRUE,FALSE,NA,NA
"1369","RT @RLlorensNona: Descubre la labor de @openarms_fund y su promesa de no dejar más vidas a la deriva. https://t.co/SMMN52s1sQ",FALSE,0,NA,2017-10-13 22:09:45,FALSE,NA,"918961984078565376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ennaji_buchi",3,TRUE,FALSE,NA,NA
"1370","RT @ahorapodemos: Enhorabuena a #elintermedio por su entrevista a @openarms_fund. Vergonzosa política europea de refugiados. https://t.co/u…",FALSE,0,NA,2017-10-13 22:08:36,FALSE,NA,"918961694084337669",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Juankavegan",353,TRUE,FALSE,NA,NA
"1371","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 22:00:49,FALSE,NA,"918959736145563649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EsbelG",188,TRUE,FALSE,NA,NA
"1372","RT @RLlorensNona: Descubre la labor de @openarms_fund y su promesa de no dejar más vidas a la deriva. https://t.co/SMMN52s1sQ",FALSE,0,NA,2017-10-13 21:55:16,FALSE,NA,"918958339727482880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","genesca_62",3,TRUE,FALSE,NA,NA
"1373","RT @estefaniaprz: Chaleco infantil y balsa sobre la que cientos de personas se lanzan al Mediterráneo desesperadamente. @openarms_fund en @…",FALSE,0,NA,2017-10-13 21:54:00,FALSE,NA,"918958023023902720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SolidaridEstela",52,TRUE,FALSE,NA,NA
"1374","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 21:50:07,FALSE,NA,"918957044165697542",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rebemadru",63,TRUE,FALSE,NA,NA
"1375","RT @openarms_fund: Este finde todos a #ElPrat @EsperanzahWMF 
¡Nos vemos allí! https://t.co/bynyJbc18W",FALSE,0,NA,2017-10-13 21:50:02,FALSE,NA,"918957023718461441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Msanchezm72",29,TRUE,FALSE,NA,NA
"1376","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:49:43,FALSE,NA,"918956944509063168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RosaChert",188,TRUE,FALSE,NA,NA
"1377","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 21:48:37,FALSE,NA,"918956666565033990",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QuimAnduix",63,TRUE,FALSE,NA,NA
"1378","RT @iu_oviedo: Ya lo decía un voluntario de @openarms_fund hace meses para nuestra revista #enRed pero la UE NO ha cumplido. #vergUEnza20oc…",FALSE,0,NA,2017-10-13 21:46:49,FALSE,NA,"918956214217854977",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","genesca_62",5,TRUE,FALSE,NA,NA
"1379","RT @salvadostv: <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>¡#Astral cumple 1 año! El documental ha dado la vuelta al mundo con @OpenArms_Fund. ¡Muchas gracias a todos! https://t.co/…",FALSE,0,NA,2017-10-13 21:46:34,FALSE,NA,"918956153001971712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","M4UFER",167,TRUE,FALSE,NA,NA
"1380","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 21:45:37,FALSE,NA,"918955913876209664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel_CIBORG",91,TRUE,FALSE,NA,NA
"1381","RT @POBRESAZEROCV: #Agenda #Alicante 18 oct Mesa redonda. Hechos y testimonios sobre #desigualdadobscena con @OIenAlicante y @openarms_fund…",FALSE,0,NA,2017-10-13 21:39:37,FALSE,NA,"918954402987290624",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","psimoneasp",39,TRUE,FALSE,NA,NA
"1382","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 21:39:35,FALSE,NA,"918954393667588096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MjosePintor",91,TRUE,FALSE,NA,NA
"1383","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:38:16,FALSE,NA,"918954062086885376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carhursan",188,TRUE,FALSE,NA,NA
"1384","RT @POBRESAZEROCV: #Agenda #Alicante 18 oct Mesa redonda. Hechos y testimonios sobre #desigualdadobscena con @OIenAlicante y @openarms_fund…",FALSE,0,NA,2017-10-13 21:37:38,FALSE,NA,"918953902174822401",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GranadaCONGRA",39,TRUE,FALSE,NA,NA
"1385","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 21:36:19,FALSE,NA,"918953571915370496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarlosElCuru",91,TRUE,FALSE,NA,NA
"1386","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 21:36:03,FALSE,NA,"918953505590784000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","juliabautistaga",63,TRUE,FALSE,NA,NA
"1387","RT @salvadostv: <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>¡#Astral cumple 1 año! El documental ha dado la vuelta al mundo con @OpenArms_Fund. ¡Muchas gracias a todos! https://t.co/…",FALSE,0,NA,2017-10-13 21:33:01,FALSE,NA,"918952739572539392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angela1509",167,TRUE,FALSE,NA,NA
"1388","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 21:27:50,FALSE,NA,"918951437224292352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crispera1967",91,TRUE,FALSE,NA,NA
"1389","RT @estefaniaprz: Chaleco infantil y balsa sobre la que cientos de personas se lanzan al Mediterráneo desesperadamente. @openarms_fund en @…",FALSE,0,NA,2017-10-13 21:26:55,FALSE,NA,"918951208265633792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","manuroperof",52,TRUE,FALSE,NA,NA
"1390","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:25:57,FALSE,NA,"918950963309957121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vicky3064M",188,TRUE,FALSE,NA,NA
"1391","RT @salvadostv: <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>¡#Astral cumple 1 año! El documental ha dado la vuelta al mundo con @OpenArms_Fund. ¡Muchas gracias a todos! https://t.co/…",FALSE,0,NA,2017-10-13 21:23:11,FALSE,NA,"918950268334682112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alicia_padial",167,TRUE,FALSE,NA,NA
"1392","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 21:22:42,FALSE,NA,"918950143780704257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaCraix",63,TRUE,FALSE,NA,NA
"1393","RT @salvadostv: <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>¡#Astral cumple 1 año! El documental ha dado la vuelta al mundo con @OpenArms_Fund. ¡Muchas gracias a todos! https://t.co/…",FALSE,0,NA,2017-10-13 21:21:59,FALSE,NA,"918949963194826752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diegocastropard",167,TRUE,FALSE,NA,NA
"1394","RT @salvadostv: <ed><U+00A0><U+00BC><ed><U+00BE><U+0082>¡#Astral cumple 1 año! El documental ha dado la vuelta al mundo con @OpenArms_Fund. ¡Muchas gracias a todos! https://t.co/…",FALSE,0,NA,2017-10-13 21:19:25,FALSE,NA,"918949318920372224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yolaita66",167,TRUE,FALSE,NA,NA
"1395","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 21:18:43,FALSE,NA,"918949144223535104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnaBPeCa2",91,TRUE,FALSE,NA,NA
"1396","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:17:32,FALSE,NA,"918948846482481158",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnaBPeCa2",188,TRUE,FALSE,NA,NA
"1397","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:17:09,FALSE,NA,"918948749459836928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","myrgallego",188,TRUE,FALSE,NA,NA
"1398","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:16:56,FALSE,NA,"918948693637771264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CastilloXavi",188,TRUE,FALSE,NA,NA
"1399","RT @openarms_fund: Este finde todos a #ElPrat @EsperanzahWMF 
¡Nos vemos allí! https://t.co/bynyJbc18W",FALSE,0,NA,2017-10-13 21:15:16,FALSE,NA,"918948276258459648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","genesca_62",29,TRUE,FALSE,NA,NA
"1400","Seguim! Gran feina, molt necessària i meravellosa @campsoscar @openarms_fund @jordievole https://t.co/MuKKpZjnSm",FALSE,3,NA,2017-10-13 21:13:27,FALSE,NA,"918947815279267840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmartalop",0,FALSE,FALSE,NA,NA
"1401","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:11:54,FALSE,NA,"918947429105401856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaXrisaS",188,TRUE,FALSE,NA,NA
"1402","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 21:09:35,FALSE,NA,"918946843853316097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariahelena57b1",63,TRUE,FALSE,NA,NA
"1403","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 21:06:52,FALSE,NA,"918946162106712064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Libertaria120",63,TRUE,FALSE,NA,NA
"1404","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 21:06:14,FALSE,NA,"918946001456648192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cabreradavid",91,TRUE,FALSE,NA,NA
"1405","RT @ahorapodemos: Enhorabuena a #elintermedio por su entrevista a @openarms_fund. Vergonzosa política europea de refugiados. https://t.co/u…",FALSE,0,NA,2017-10-13 21:06:00,FALSE,NA,"918945943168389120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a1n2q3u4e5l6a7",353,TRUE,FALSE,NA,NA
"1406","RT @salvadostv: @openarms_fund <U+25B6><U+FE0F>Podéis recuperar #Astral totalmente GRATIS hasta final de mes, en https://t.co/iQEZYcfDD3 
https://t.co/VB…",FALSE,0,NA,2017-10-13 21:04:54,FALSE,NA,"918945664586997760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaume_gas",45,TRUE,FALSE,NA,NA
"1407","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:03:38,FALSE,NA,"918945347401060353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuisMLopezMag",188,TRUE,FALSE,NA,NA
"1408","RT @roysmother: Éste finde @openarms_fund en el Esperanzah! Nos vemos allí! https://t.co/F0xBh4byYu",FALSE,0,NA,2017-10-13 21:03:24,FALSE,NA,"918945286822690817",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","genesca_62",22,TRUE,FALSE,NA,NA
"1409","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 21:00:22,FALSE,NA,"918944526261280768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaraAlmudena2",188,TRUE,FALSE,NA,NA
"1410","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 20:59:16,FALSE,NA,"918944249227501570",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tamyta2001",188,TRUE,FALSE,NA,NA
"1411","RT @campsoscar: @salvadostv @openarms_fund Aquí empezó todo, un café con @MeritxellAranda y @jordievole “si subís al barco no lo olvidareis…",FALSE,0,NA,2017-10-13 20:59:10,FALSE,NA,"918944222996238337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noeliarg77",91,TRUE,FALSE,NA,NA
"1412","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 20:59:04,FALSE,NA,"918944197897531394",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noeliarg77",188,TRUE,FALSE,NA,NA
"1413","RT @roysmother: Éste finde @openarms_fund en el Esperanzah! Nos vemos allí! https://t.co/F0xBh4byYu",FALSE,0,NA,2017-10-13 20:58:37,FALSE,NA,"918944083363680257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noeliarg77",22,TRUE,FALSE,NA,NA
"1414","RT @openarms_fund: ¡1 año ya!
Los primeros en subir a bordo #Astral y seguís con nosotros siempre. 
Enormes gracias por ayudarnos tanto equ…",FALSE,0,NA,2017-10-13 20:58:21,FALSE,NA,"918944018683318274",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","genesca_62",188,TRUE,FALSE,NA,NA
"1415","RT @openarms_fund: ¡¡Dos años ya!! Y parece ayer.Quien nos iba a decir que llegaríamos hasta aquí. 
Todo empezó con vosotros @davidfontseca…",FALSE,0,NA,2017-10-13 20:57:09,FALSE,NA,"918943714520702976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noeliarg77",63,TRUE,FALSE,NA,NA
