week,song_id,streams,treated_post,post,treated,major_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,audience_age,artist_fame,ig_followers,n_playlists,playlist_followers,n_postings
2018-04-02,32,10766,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17122972,14,134978,1
2018-04-09,32,10890,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17149110,15,136066,1
2018-04-16,32,10537,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17168177,15,136898,1
2018-04-23,32,10974,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17182884,15,137760,3
2018-04-30,32,9944,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17190338,15,138751,21
2018-05-07,32,10245,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17205410,15,139524,4
2018-05-14,32,10476,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17244130,15,140401,11
2018-05-21,32,10962,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17269610,15,141382,12
2018-05-28,32,11920,0,1,0,1,0.541,0.7,-5.292,0.279,0.617,0,0.373,0.654,94.384,120.453,pop,51.0012186465485,6.32094413607482,17280381,15,142381,3
2018-01-08,33,8945,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27663,19,107661,0
2018-01-15,33,9030,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27679,20,110833,0
2018-01-22,33,9120,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27709,20,111374,2
2018-01-29,33,9459,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27752,20,111969,2
2018-02-05,33,9349,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27789,20,112621,0
2018-02-12,33,9543,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27808,20,113285,0
2018-02-19,33,8850,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27834,20,113863,0
2018-02-26,33,8351,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27864,20,114503,0
2018-03-05,33,8686,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27867,20,115076,1
2018-03-12,33,8997,0,0,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27890,20,115639,3
2018-03-19,33,8344,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27914,20,116155,2
2018-03-26,33,8102,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27930,20,116567,1
2018-04-02,33,7979,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,27975,20,116992,0
2018-04-09,33,7958,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28011,20,117508,0
2018-04-16,33,7557,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28035,21,118188,3
2018-04-23,33,7605,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28062,21,118597,1
2018-04-30,33,7676,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28091,21,119196,0
2018-05-07,33,7428,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28106,21,119610,0
2018-05-14,33,7846,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28157,21,120125,1
2018-05-21,33,8096,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28190,21,120704,2
2018-05-28,33,8350,0,1,0,1,0.349,0.755,-5.89,0.0677,0.0041,0.00000104,0.184,0.198,178.016,209.933,rock,49.9250804820375,0.0231407169609417,28204,21,121111,1
2018-01-08,34,12302,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1265560,56,879989,1
2018-01-15,34,12420,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1266693,56,889612,0
2018-01-22,34,11936,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1267349,56,901487,0
2018-01-29,34,12337,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1267098,56,911199,0
2018-02-05,34,12397,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1267318,56,920074,0
2018-02-12,34,12666,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1267633,56,927240,0
2018-02-19,34,11906,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1268234,56,933086,1
2018-02-26,34,11750,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1269050,56,937571,0
2018-03-05,34,12305,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1269734,56,942147,3
2018-03-12,34,12011,0,0,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1270307,56,946622,2
2018-03-19,34,11833,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1271246,57,950617,4
2018-03-26,34,11017,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1272649,57,953749,1
2018-04-02,34,11421,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1274036,57,957068,0
2018-04-09,34,11133,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1276428,58,974562,1
2018-04-16,34,10876,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1277534,58,978448,0
2018-04-23,34,10696,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1278176,59,982457,3
2018-04-30,34,11219,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1278755,59,986689,0
2018-05-07,34,11088,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1279447,59,1045348,0
2018-05-14,34,10972,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1279928,59,1047978,4
2018-05-21,34,10558,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1280276,60,1054892,0
2018-05-28,34,10312,0,1,0,1,0.508,0.894,-4.664,0.0779,0.0002,0.0014,0.476,0.248,139.944,222.64,rock,49.9250804820375,6.10211112872679,1279284,60,1058959,1
2018-01-08,35,10600,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,570,1,730,1
2018-01-15,35,11346,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,571,1,739,0
2018-01-22,35,11572,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,573,1,745,1
2018-01-29,35,11898,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,573,1,753,0
2018-02-05,35,11588,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,572,1,757,0
2018-02-12,35,11769,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,572,1,762,0
2018-02-19,35,11451,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,573,1,773,0
2018-02-26,35,14319,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,574,1,775,0
2018-03-05,35,13162,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,575,1,780,0
2018-03-12,35,13550,0,0,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,576,1,784,1
2018-03-19,35,12112,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,577,1,785,2
2018-03-26,35,12053,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,577,1,791,1
2018-04-02,35,12407,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,574,1,796,0
2018-04-09,35,12045,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,574,1,797,1
2018-04-16,35,12214,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,575,1,799,1
2018-04-23,35,12397,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,575,1,800,1
2018-04-30,35,12536,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,575,1,805,1
2018-05-07,35,12881,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,575,1,807,1
2018-05-14,35,14075,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,577,1,811,1
2018-05-21,35,14258,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,577,1,812,0
2018-05-28,35,13893,0,1,0,0,0.458,0.714,-4.76,0.096,0.0857,0,0.0726,0.571,130.773,228.666,pop,51.0012186465485,0.0217391304347826,576,1,816,1
2018-01-08,36,16571,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2378,4,51670,0
2018-01-15,36,18106,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2372,4,52338,0
2018-01-22,36,16128,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2369,4,53033,0
2018-01-29,36,12145,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2365,4,53726,0
2018-02-05,36,11352,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2361,4,54297,0
2018-02-12,36,11891,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2354,4,54992,0
2018-02-19,36,10175,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2343,4,55875,0
2018-02-26,36,9897,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2339,4,57002,0
2018-03-05,36,11311,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2332,3,7212,0
2018-03-12,36,11585,0,0,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2327,3,7292,0
2018-03-19,36,11573,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2320,3,7389,0
2018-03-26,36,10517,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2319,3,7482,0
2018-04-02,36,10585,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2313,3,7552,0
2018-04-09,36,10874,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2308,3,7660,0
2018-04-16,36,9601,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2305,3,7751,0
2018-04-23,36,9570,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2299,3,7838,0
2018-04-30,36,10566,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2296,3,7966,0
2018-05-07,36,10810,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2292,3,8136,0
2018-05-14,36,9937,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2286,3,8244,0
2018-05-21,36,8907,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2282,4,8600,0
2018-05-28,36,9699,0,1,0,1,0.678,0.86,-4.476,0.246,0.155,0,0.186,0.382,94.038,158.64,rap,36.1042538164829,2.85046985037718,2236,4,8702,0
2018-01-08,37,15348,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,1986956,170,1348384,0
2018-01-15,37,14943,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,1987679,171,1366218,0
2018-01-22,37,15241,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,1988359,172,1385298,0
2018-01-29,37,16110,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2005813,174,1409517,0
2018-02-05,37,15346,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2008703,175,1433896,0
2018-02-12,37,15014,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2009208,180,1448142,0
2018-02-19,37,14268,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2009844,179,1460695,0
2018-02-26,37,14448,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2015168,183,1526317,0
2018-03-05,37,14679,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2033859,184,1547860,0
2018-03-12,37,15179,0,0,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2035270,187,1566983,0
2018-03-19,37,14117,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2036445,189,1586686,0
2018-03-26,37,14512,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2089536,188,1592958,0
2018-04-02,37,48195,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2092733,190,1610525,0
2018-04-09,37,43425,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2094551,192,1631167,0
2018-04-16,37,32258,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2096458,192,1654142,0
2018-04-23,37,28978,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2098235,192,1670991,0
2018-04-30,37,26418,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2108302,194,1707088,3
2018-05-07,37,22917,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2337163,198,1749659,5
2018-05-14,37,20732,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2368724,199,1780679,1
2018-05-21,37,18741,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2381948,202,1812467,0
2018-05-28,37,18501,0,1,0,1,0.661,0.504,-8.535,0.223,0.171,0,0.637,0.582,80.04,180.68,urban,50.4105919640119,0,2389918,200,1836248,0
2018-01-08,38,14877,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,16,146528,0
2018-01-15,38,16328,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,15,145199,0
2018-01-22,38,18690,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,16,146900,0
2018-01-29,38,18620,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,16,148338,0
2018-02-05,38,17988,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,16,151237,0
2018-02-12,38,18150,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,151551,0
2018-02-19,38,17168,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,152312,0
2018-02-26,38,16772,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,153818,0
2018-03-05,38,16752,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,155295,0
2018-03-12,38,16900,0,0,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,156648,0
2018-03-19,38,17411,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,157870,0
2018-03-26,38,16493,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,158768,0
2018-04-02,38,17129,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,159762,0
2018-04-09,38,17685,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,160965,0
2018-04-16,38,17293,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,162296,0
2018-04-23,38,17284,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,163412,0
2018-04-30,38,18298,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,164811,0
2018-05-07,38,17716,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,166049,0
2018-05-14,38,17935,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,167108,0
2018-05-21,38,16802,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,168194,0
2018-05-28,38,16899,0,1,0,0,0.534,0.825,-5.229,0.036,0.0161,0,0.101,0.279,135.945,216.107,rock,49.9250804820375,0,0,17,169298,0
2018-01-08,39,33669,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7035,40,8841512,0
2018-01-15,39,33589,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7042,39,8869516,0
2018-01-22,39,31172,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7068,40,8893947,1
2018-01-29,39,33120,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7108,41,8912889,4
2018-02-05,39,28450,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7112,41,8929515,1
2018-02-12,39,28392,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7125,41,8947746,0
2018-02-19,39,30232,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7130,41,8967406,1
2018-02-26,39,33235,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7137,40,8988604,1
2018-03-05,39,30591,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7146,40,9008856,1
2018-03-12,39,25528,0,0,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7151,40,9031024,1
2018-03-19,39,28801,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7164,41,9057685,1
2018-03-26,39,31017,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7176,41,9088092,1
2018-04-02,39,26836,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7175,42,9119338,2
2018-04-09,39,24002,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7172,42,9147435,1
2018-04-16,39,22993,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7178,45,10039159,0
2018-04-23,39,21619,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7179,46,10065359,1
2018-04-30,39,21723,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7181,47,10114761,0
2018-05-07,39,22077,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7183,46,9976412,1
2018-05-14,39,23006,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7185,46,9994864,1
2018-05-21,39,24121,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7188,44,8781154,0
2018-05-28,39,25359,1,1,1,0,0.51,0.648,-12.751,0.042,0.812,0.195,0.288,0.788,101.21,230.518,pop,51.0012186465485,0,7183,42,8657370,1
2018-01-08,40,12995,0,0,0,0,0.545,0.811,-5.866,0.0712,0.0058,0.0001,0.462,0.284,128.058,228.676,electro,40.4859632574226,0,13,21,40108,0
