Customer ID,Choice,Gender,Amt_purchased,Frequency,Last_Purchase,First_purchase,P_Child,P_Youth,P_Cook,P_DIY,P_Art
578,1,0,407,12,12,40,3,0,1,3,2
579,0,1,215,6,1,6,0,0,0,0,1
580,0,1,82,14,2,16,1,0,0,0,0
581,0,0,102,2,1,2,0,0,0,1,0
582,0,1,138,14,9,38,1,1,3,2,1
583,0,1,389,12,7,36,1,1,4,0,0
584,0,1,46,12,1,12,1,0,0,0,0
585,1,0,179,8,5,24,1,1,2,0,0
586,1,1,118,8,2,12,0,0,0,1,0
587,0,1,238,6,1,6,0,0,0,1,0
588,0,0,247,2,2,8,0,0,1,0,0
589,0,1,82,4,3,20,1,1,1,0,0
590,0,0,273,14,5,30,1,0,2,0,1
591,0,0,262,2,3,12,2,1,0,0,0
592,0,0,199,16,7,44,1,2,2,1,1
593,0,1,190,14,10,72,0,0,4,2,2
594,0,0,106,8,1,8,1,0,0,0,0
595,0,1,329,6,2,8,0,1,1,0,0
596,1,1,396,12,12,68,6,0,3,0,2
597,0,1,67,14,1,14,0,0,1,0,0
598,1,1,47,2,3,10,0,0,0,0,2
599,1,1,202,8,11,32,2,0,1,1,2
600,0,1,100,20,2,26,1,0,0,0,0
601,0,1,367,12,11,70,5,1,3,0,0
602,0,0,190,2,2,6,0,0,1,0,1
603,0,1,97,12,2,18,0,0,1,0,0
604,0,1,82,10,1,10,0,0,0,0,0
605,0,1,183,12,11,62,4,2,3,1,0
606,0,1,246,2,5,20,2,1,0,1,0
607,0,1,61,8,4,28,0,0,1,3,0
608,1,0,142,14,2,20,0,1,0,0,1
609,0,0,276,24,2,28,0,0,1,0,0
610,0,0,144,4,2,10,0,1,0,1,0
611,0,1,210,12,1,12,0,0,0,1,0
612,0,1,266,34,2,40,0,0,0,0,1
613,0,0,256,16,8,60,3,0,3,1,1
614,1,1,76,10,1,10,0,0,0,0,1
615,0,0,190,18,1,18,0,0,0,1,0
616,0,1,128,30,4,46,0,2,2,0,0
617,1,0,403,12,8,44,3,1,1,2,1
618,0,0,271,12,2,14,0,1,1,0,0
619,0,1,180,14,1,14,0,0,1,0,0
620,0,0,70,6,2,10,1,0,0,0,1
621,0,1,152,30,3,40,0,0,2,1,0
622,0,1,312,22,4,32,4,0,0,0,0
623,0,1,265,16,2,20,0,0,1,0,0
624,0,1,202,12,2,16,0,1,0,0,0
625,0,1,202,4,6,28,2,2,1,0,0
626,1,0,193,10,2,18,0,0,1,0,1
627,0,1,152,4,8,38,2,1,2,2,0
628,0,1,236,12,2,18,0,0,1,0,0
629,0,1,161,14,1,14,0,0,0,1,0
630,0,1,151,4,1,4,0,0,0,0,1
631,0,1,116,28,1,28,0,0,1,0,0
632,1,1,361,6,6,36,1,0,2,0,2
633,1,0,100,22,2,26,0,0,0,1,1
634,0,1,182,16,2,22,0,0,2,0,0
635,0,1,294,12,5,24,1,1,2,1,0
636,0,1,169,16,1,16,1,0,0,0,0
637,1,1,247,16,5,46,0,1,0,0,2
638,0,0,271,14,1,14,0,0,0,0,0
639,0,1,114,8,2,16,1,0,0,1,0
640,0,1,82,4,1,4,0,0,0,0,1
641,1,1,207,4,7,22,2,1,1,0,1
642,1,1,377,8,11,36,3,2,3,0,1
643,1,0,321,14,2,18,0,0,0,1,1
644,1,0,339,12,11,38,4,0,1,1,2
645,1,1,319,2,2,8,0,0,0,1,1
646,0,1,93,10,1,10,0,0,0,0,1
647,1,0,172,8,2,14,0,0,1,0,0
648,0,1,247,34,1,34,0,0,1,0,0
649,0,0,37,10,2,12,0,0,1,0,1
650,1,1,396,12,9,44,1,2,2,0,1
651,0,1,69,12,1,12,1,0,0,0,0
652,0,1,254,36,7,68,0,0,3,0,2
653,0,0,132,18,2,20,0,0,1,0,0
654,0,0,320,34,2,36,1,0,0,0,1
655,0,1,285,10,6,38,0,0,2,2,1
656,0,0,60,8,2,14,0,0,2,0,0
657,0,1,127,10,2,18,0,0,1,0,0
658,0,1,32,12,1,12,0,0,0,1,0
659,1,1,177,14,1,14,0,0,0,1,0
660,1,1,255,6,11,68,1,2,2,2,3
661,1,0,252,24,1,24,0,0,0,0,0
662,0,1,316,4,2,10,1,0,0,1,0
663,0,1,240,12,2,14,1,0,1,0,0
664,0,1,139,16,1,16,0,0,0,0,0
665,1,0,280,10,8,34,1,1,4,0,0
666,1,0,338,16,5,28,2,1,1,1,0
667,0,1,169,10,1,10,0,0,1,0,0
668,0,0,56,16,1,16,0,0,0,1,0
669,1,0,174,10,1,10,0,0,0,0,1
670,0,1,234,14,2,16,0,0,2,0,0
671,1,1,161,10,1,10,0,0,0,0,1
672,0,0,216,28,2,36,0,0,1,0,1
673,1,0,97,6,1,6,0,0,0,0,1
674,1,0,190,2,2,8,0,0,0,1,1
675,0,1,125,14,1,14,0,0,0,1,0
676,0,1,369,4,5,28,2,1,1,0,0
677,1,1,179,12,2,18,0,1,0,0,1
678,0,0,180,12,1,12,0,0,0,1,0
679,0,0,232,6,5,16,0,1,2,0,1
680,0,1,206,26,1,26,0,0,1,0,0
681,0,1,366,10,12,70,3,1,2,3,1
682,0,0,107,16,1,16,1,0,0,0,0
683,0,1,214,16,2,24,1,0,0,0,0
684,0,1,119,10,5,26,1,1,1,0,1
685,1,0,356,4,6,22,2,1,0,1,0
686,0,1,346,16,6,30,0,1,4,0,0
687,0,1,198,8,1,8,0,0,0,0,0
688,0,1,115,12,1,12,0,1,0,0,0
689,0,1,176,4,1,4,0,0,1,0,0
690,1,1,400,10,10,34,1,0,1,1,3
691,1,1,318,16,2,22,0,0,0,0,1
692,0,1,303,2,2,6,0,0,1,0,0
693,0,1,388,12,7,32,0,1,3,1,1
694,0,1,242,24,6,58,0,0,2,2,0
695,0,1,124,16,2,22,2,0,0,0,0
696,1,0,414,2,8,46,3,1,0,0,3
697,0,0,215,16,1,16,1,0,0,0,0
698,0,1,122,2,2,10,1,0,1,0,0
699,0,1,185,6,1,6,1,0,0,0,0
700,0,1,60,8,1,8,0,0,1,0,0
701,1,1,393,12,11,50,3,0,3,0,2
702,0,1,92,12,2,16,0,1,1,0,0
703,1,1,355,10,10,60,2,0,2,1,3
704,0,0,158,8,1,8,1,0,0,0,0
705,1,0,280,6,2,12,0,2,0,0,0
706,1,0,322,4,2,12,1,0,0,1,0
707,0,0,321,16,10,46,4,1,1,1,2
708,0,1,304,16,1,16,0,0,0,0,1
709,0,1,134,12,4,22,3,0,0,0,0
710,0,1,208,16,2,20,1,0,1,0,0
711,0,0,195,2,6,26,1,2,1,0,1
712,0,0,151,10,1,10,0,0,0,1,0
713,1,0,165,2,11,48,1,0,3,2,0
714,1,0,274,2,1,2,0,0,1,0,0
715,0,0,473,30,12,66,3,0,5,1,0
716,1,0,256,12,1,12,0,0,0,0,1
717,0,1,130,16,1,16,0,0,0,1,0
718,1,1,315,12,10,48,2,1,1,2,2
719,0,1,349,6,11,66,1,2,5,0,1
720,0,1,123,10,1,10,0,1,0,0,0
721,0,1,233,34,1,34,0,0,0,0,1
722,0,1,95,6,2,14,0,0,2,0,0
723,0,1,273,16,10,70,5,0,1,1,0
724,0,1,375,14,8,50,1,2,0,2,2
725,0,0,238,8,2,12,1,0,1,0,0
726,0,1,201,12,3,28,0,1,0,0,1
727,0,1,22,14,1,14,0,1,0,0,0
728,1,1,216,14,5,36,1,0,1,0,3
729,0,1,207,12,10,32,1,0,3,3,2
730,1,1,336,18,6,32,2,0,1,1,2
731,1,0,183,2,1,2,0,1,0,0,0
732,0,0,191,14,6,26,1,0,3,1,0
733,0,0,155,10,1,10,1,0,0,0,0
734,0,1,103,28,1,28,0,0,0,0,1
735,0,1,133,6,1,6,1,0,0,0,0
736,0,1,289,20,1,20,1,0,0,0,0
737,1,1,210,2,6,36,2,0,1,0,1
738,0,1,301,36,7,62,1,1,2,1,2
739,1,1,404,4,11,38,2,1,1,2,2
740,1,0,410,12,11,46,2,0,4,2,2
741,0,1,224,8,1,8,0,0,1,0,0
742,0,1,118,12,1,12,0,0,0,0,1
743,0,0,92,22,2,24,1,0,0,1,0
744,0,1,228,2,1,2,0,1,0,0,0
745,0,1,169,10,2,18,0,0,0,1,1
746,0,1,187,2,8,44,3,1,3,1,0
747,0,0,163,6,3,22,2,0,0,1,0
748,0,1,102,2,2,4,1,0,1,0,0
749,0,1,105,24,2,30,1,1,0,0,0
750,0,1,271,16,1,16,1,0,0,0,0
751,0,1,185,16,2,18,0,0,0,1,1
752,0,1,225,26,10,84,4,3,2,0,0
753,0,1,54,8,1,8,0,0,0,0,1
754,1,0,84,6,1,6,0,0,0,0,0
755,0,1,382,6,11,64,3,0,3,1,3
756,0,1,185,16,4,30,1,1,1,1,0
757,0,1,88,8,2,16,0,0,2,0,0
758,0,0,230,14,1,14,0,0,1,0,0
759,1,0,187,2,1,2,0,0,0,0,0
760,0,0,165,8,2,14,1,0,1,0,0
761,0,1,150,6,1,6,0,1,0,0,0
762,0,1,401,16,8,42,4,0,1,2,1
763,0,0,62,12,4,30,3,0,1,0,0
764,0,1,213,6,1,6,0,0,1,0,0
765,0,0,89,4,2,8,0,0,0,0,1
766,0,1,138,8,1,8,0,1,0,0,0
767,0,0,284,18,7,44,3,1,3,0,0
768,1,0,139,10,9,30,1,3,1,2,0
769,0,1,61,14,1,14,0,0,0,1,0
770,0,1,102,28,1,28,0,1,0,0,0
771,0,1,142,6,2,8,1,0,0,0,0
772,0,1,45,14,2,16,0,1,0,0,0
773,0,0,33,26,1,26,1,0,0,0,0
774,1,0,119,4,3,18,0,0,1,0,0
775,0,0,294,14,6,42,2,1,0,1,0
776,1,1,241,10,2,16,1,0,0,0,0
777,1,0,258,28,7,60,0,1,1,1,1
778,0,1,257,16,1,16,0,0,0,0,0
779,0,1,57,26,1,26,1,0,0,0,0
780,0,0,244,20,4,38,0,1,0,0,0
781,0,1,67,12,1,12,0,0,1,0,0
782,1,1,235,4,2,8,0,0,2,0,0
783,0,1,192,12,1,12,0,0,1,0,0
784,0,0,237,4,1,4,0,0,0,0,1
785,1,0,249,2,2,10,0,0,1,0,1
786,1,1,268,4,1,4,0,0,0,0,0
787,1,0,194,16,4,32,0,0,1,1,2
788,0,1,299,12,3,26,0,0,0,1,0
789,0,0,155,10,8,44,1,1,2,2,2
790,1,1,133,2,8,20,0,2,2,0,0
791,1,1,315,2,2,10,0,0,0,0,2
792,0,1,28,12,1,12,1,0,0,0,0
793,0,0,246,8,2,16,0,0,1,0,0
794,0,0,211,32,1,32,0,0,0,0,0
795,0,0,278,4,2,10,1,1,0,0,0
796,0,1,301,16,1,16,0,0,1,0,0
797,0,1,256,14,1,14,0,0,0,0,0
798,0,1,275,14,1,14,0,0,0,0,0
799,0,1,265,32,2,38,0,1,0,0,1
800,0,1,131,14,1,14,0,1,0,0,0
801,0,0,301,24,3,32,1,1,1,0,0
802,0,0,121,14,8,32,3,1,2,1,1
803,1,1,338,2,5,20,1,0,0,1,2
804,0,0,192,12,2,16,1,0,1,0,0
805,1,0,248,16,8,38,3,0,2,1,1
806,0,1,214,22,2,26,0,1,1,0,0
807,0,1,266,12,3,30,2,1,0,0,0
808,0,1,224,28,2,32,0,0,0,1,1
809,0,1,71,14,2,20,2,0,0,0,0
810,1,1,89,4,2,6,0,0,0,0,1
811,0,1,285,12,11,76,2,1,3,2,0
812,1,1,385,2,9,34,4,1,0,1,2
813,0,1,153,32,2,38,0,0,1,0,0
814,0,1,80,6,2,14,0,1,0,1,0
815,0,1,314,2,1,2,0,0,1,0,0
816,0,1,312,14,1,14,0,0,1,0,0
817,1,0,219,10,6,28,2,0,1,0,2
818,1,0,129,4,3,18,1,0,0,1,1
819,0,0,285,16,3,22,2,0,0,1,0
820,0,1,425,8,9,48,1,0,4,1,1
821,1,1,127,2,4,16,0,1,0,1,1
822,0,1,124,12,1,12,0,1,0,0,0
823,0,0,342,8,10,52,0,1,6,1,1
824,0,1,203,16,2,24,1,0,1,0,0
825,0,1,172,16,3,32,0,0,2,1,0
826,0,1,191,32,1,32,0,0,0,0,0
827,0,1,134,16,7,48,2,2,1,0,2
828,0,0,180,4,1,4,0,0,0,1,0
829,0,0,84,22,1,22,0,0,0,1,0
830,0,0,296,24,6,42,0,1,3,2,0
831,1,1,418,6,11,66,0,2,3,2,3
832,0,1,279,28,1,28,0,0,0,0,1
833,0,1,320,6,3,18,1,1,0,0,0
834,1,0,225,8,2,12,1,0,0,0,0
835,1,1,35,10,2,16,0,0,0,1,1
836,0,0,100,8,1,8,1,0,0,0,0
837,0,1,347,12,6,34,1,1,2,1,0
838,0,1,240,20,1,20,1,0,0,0,0
839,0,0,235,14,1,14,0,1,0,0,0
840,0,0,354,6,10,56,1,3,5,1,0
841,0,1,200,26,2,32,1,0,0,0,0
842,0,1,237,10,2,16,1,0,0,1,0
843,0,1,95,16,1,16,0,0,0,0,0
844,0,1,217,2,1,2,0,1,0,0,0
845,0,1,30,10,2,18,1,0,1,0,0
846,1,0,218,4,2,6,2,0,0,0,0
847,0,0,163,14,1,14,0,0,0,0,0
848,0,1,370,28,11,86,3,1,3,2,0
849,0,1,163,22,1,22,1,0,0,0,0
850,0,0,124,12,2,14,0,1,1,0,0
851,0,1,292,12,5,30,1,2,1,0,0
852,0,1,288,20,1,20,0,1,0,0,0
853,0,1,138,14,2,22,1,1,0,0,0
854,0,0,229,14,10,62,4,1,2,2,0
855,0,1,290,10,1,10,0,1,0,0,0
856,1,1,213,2,2,8,0,0,0,0,1
857,0,0,162,10,6,22,1,1,3,0,1
858,0,1,273,16,1,16,1,0,0,0,0
859,1,0,139,12,2,20,1,0,0,0,0
860,1,0,102,10,2,16,0,0,1,0,1
861,0,1,65,18,1,18,0,0,0,0,0
862,1,1,251,4,2,8,0,0,0,0,1
863,0,1,346,28,12,52,3,1,3,1,3
864,0,0,162,16,5,44,1,0,2,2,0
865,0,1,287,2,7,42,1,1,2,2,1
866,0,1,383,16,8,50,1,2,2,0,2
867,0,0,268,10,2,18,1,0,0,0,1
868,0,0,286,14,2,18,0,0,0,0,1
869,1,0,223,10,1,10,0,0,0,0,1
870,0,1,87,8,4,18,0,0,2,1,1
871,1,1,55,10,1,10,0,0,0,0,1
872,0,1,437,16,11,58,5,0,2,2,2
873,0,0,124,2,4,22,0,1,1,2,0
874,0,1,158,10,1,10,0,0,1,0,0
875,0,1,434,34,11,66,4,1,4,1,0
876,0,1,221,2,1,2,0,0,0,0,0
877,1,1,154,10,7,46,0,2,0,1,1
878,1,1,276,4,1,4,0,1,0,0,0
879,0,1,117,8,5,20,2,0,2,0,0
880,0,1,238,10,1,10,0,0,1,0,0
881,0,1,353,32,6,44,1,1,0,1,0
882,0,1,247,14,2,18,0,0,2,0,0
883,0,1,257,16,2,24,1,1,0,0,0
884,1,1,72,14,2,18,0,0,0,0,1
885,0,0,70,6,1,6,0,0,0,0,1
886,0,0,84,6,1,6,1,0,0,0,0
887,0,1,263,14,6,40,1,0,2,1,0
888,0,1,284,14,1,14,0,0,0,0,0
889,0,1,162,16,4,24,0,0,0,3,1
890,1,1,162,10,1,10,0,0,0,0,1
891,0,1,242,16,12,80,3,0,4,2,0
892,0,1,314,2,2,4,0,1,1,0,0
893,0,1,99,14,2,16,0,0,0,2,0
894,0,0,255,32,8,60,0,2,3,2,0
895,0,1,30,10,1,10,0,0,1,0,0
896,0,0,176,4,5,14,1,0,3,0,0
897,0,1,220,4,1,4,0,0,1,0,0
898,0,1,136,10,2,12,0,0,2,0,0
899,0,0,161,20,1,20,1,0,0,0,0
900,0,1,141,10,3,28,1,1,0,1,0
901,1,0,115,4,2,12,1,0,1,0,0
902,0,0,313,4,1,4,0,0,0,0,0
903,0,1,289,4,5,32,1,1,1,1,0
904,0,0,54,12,1,12,1,0,0,0,0
905,0,1,200,10,1,10,0,0,0,1,0
906,0,1,360,16,7,40,0,2,3,1,0
907,0,1,217,16,10,68,3,1,4,1,0
908,0,0,243,4,1,4,0,0,0,0,0
909,0,0,96,12,4,28,2,1,0,0,0
910,0,1,281,14,12,66,5,1,1,4,0
911,0,1,60,14,2,22,0,0,1,0,1
912,0,0,185,10,2,12,1,0,1,0,0
913,0,1,288,32,6,66,0,1,3,0,2
914,0,0,128,10,2,18,0,0,0,1,0
915,1,1,215,6,11,66,2,1,4,1,2
916,0,1,23,8,1,8,0,0,1,0,0
917,0,1,75,16,2,22,0,0,0,0,0
918,1,1,372,4,12,36,3,0,2,2,3
919,0,1,230,10,2,14,0,0,1,0,1
920,0,1,117,16,7,54,4,0,1,1,0
921,1,1,253,10,1,10,0,0,0,0,1
922,0,0,290,12,2,18,0,1,0,0,0
923,1,1,303,28,2,32,1,0,0,0,1
924,0,1,91,14,1,14,0,0,1,0,0
925,0,1,166,8,8,24,3,0,3,0,1
926,1,1,159,4,7,18,1,0,1,0,1
927,0,1,140,8,1,8,1,0,0,0,0
928,0,1,59,8,1,8,0,0,0,1,0
929,0,0,132,12,1,12,0,0,0,0,1
930,1,1,307,10,2,16,0,0,0,0,2
931,0,1,167,6,1,6,1,0,0,0,0
932,0,1,300,14,1,14,0,0,1,0,0
933,1,1,73,16,2,22,0,1,0,0,1
934,1,0,228,4,2,6,1,0,1,0,0
935,0,0,260,18,1,18,0,0,1,0,0
936,1,1,428,2,9,22,2,1,1,0,2
937,0,1,87,22,2,24,0,0,1,0,0
938,0,1,199,14,2,16,0,0,1,0,0
939,0,0,88,10,3,26,1,0,1,0,1
940,1,1,253,4,1,4,0,0,1,0,0
941,0,1,107,18,1,18,0,0,0,1,0
942,0,1,247,12,1,12,0,1,0,0,0
943,1,1,211,14,2,22,0,0,1,0,1
944,1,1,444,28,10,82,1,1,1,3,2
945,0,1,67,10,2,14,0,0,1,0,0
946,0,1,273,10,1,10,0,0,1,0,0
947,1,0,130,14,2,18,1,0,0,0,0
948,1,0,102,16,3,32,0,0,0,0,1
949,1,0,316,12,3,20,0,0,0,0,1
950,0,1,32,12,2,18,0,0,2,0,0
951,0,0,271,16,3,26,2,0,0,0,1
952,1,1,115,8,7,38,1,2,1,1,2
953,0,1,196,2,12,26,3,2,2,1,0
954,1,1,249,14,4,30,0,0,0,0,2
955,0,1,264,16,1,16,0,0,0,0,0
956,0,0,279,12,3,18,1,0,2,0,0
957,0,1,120,2,8,44,0,0,1,1,1
958,1,1,74,10,2,14,1,0,0,0,1
959,0,0,230,6,2,10,1,1,0,0,0
960,1,0,274,14,2,18,0,0,0,0,1
961,0,0,200,34,1,34,1,0,0,0,0
962,1,1,37,12,2,14,0,1,0,1,0
963,0,0,382,4,8,50,3,3,0,0,1
964,0,1,78,16,2,18,0,0,1,0,0
965,1,1,308,6,1,6,0,0,0,0,1
966,1,0,276,14,2,16,0,0,0,0,1
967,0,1,31,4,1,4,0,0,1,0,0
968,0,1,323,8,2,12,1,1,0,0,0
969,0,1,98,8,1,8,1,0,0,0,0
970,0,1,119,16,1,16,0,0,1,0,0
971,0,1,113,14,6,46,2,0,1,1,1
972,0,0,268,2,1,2,0,0,0,0,0
973,0,1,195,12,2,16,1,0,0,0,1
974,1,1,267,2,4,20,0,1,1,0,1
975,0,1,222,10,1,10,0,1,0,0,0
976,0,1,316,30,11,96,4,2,2,1,0
977,1,1,235,2,2,8,1,0,0,0,0
978,0,0,269,16,3,30,0,0,2,1,0
979,0,1,113,8,2,14,0,0,2,0,0
980,0,1,192,12,2,16,0,0,1,0,1
981,1,0,296,8,6,32,0,1,2,0,2
982,1,1,312,8,2,10,0,0,0,1,0
983,0,1,33,12,2,14,0,1,0,1,0
984,0,1,211,14,1,14,0,0,1,0,0
985,0,0,320,30,2,34,2,0,0,0,0
986,0,0,305,10,1,10,0,0,0,0,1
987,0,1,61,6,1,6,1,0,0,0,0
988,0,1,202,26,1,26,0,0,1,0,0
989,0,0,300,34,1,34,1,0,0,0,0
990,0,1,300,12,5,30,1,2,1,0,1
991,1,0,259,14,7,34,1,0,3,0,1
992,1,0,253,24,1,24,0,0,1,0,0
993,1,1,351,10,9,62,3,1,2,1,2
994,0,1,198,4,4,20,1,0,2,1,0
995,0,1,128,18,2,24,0,0,1,0,1
996,0,0,162,30,3,40,0,0,1,1,0
997,0,1,277,16,1,16,0,1,0,0,0
998,1,1,274,22,1,22,0,0,0,0,0
999,1,0,78,6,2,10,0,0,0,0,0
1000,0,1,189,8,4,18,0,0,0,2,1
1001,0,0,46,12,2,16,1,0,1,0,0
1002,0,1,325,10,2,12,0,0,0,0,0
1003,0,1,180,34,1,34,1,0,0,0,0
1004,1,0,251,10,2,18,0,0,2,0,0
1005,1,1,241,10,1,10,0,0,1,0,0
1006,0,1,51,28,2,36,0,0,0,0,0
1007,0,0,266,16,1,16,0,0,0,0,0
1008,0,1,204,14,1,14,0,0,1,0,0
1009,1,0,230,8,2,12,0,0,1,0,0
1010,0,1,237,16,2,20,0,0,0,0,1
1011,1,0,262,6,12,32,1,2,1,3,3
1012,0,1,219,10,2,18,0,0,2,0,0
1013,0,0,192,34,2,40,1,1,0,0,0
1014,0,0,51,2,2,8,0,0,2,0,0
1015,0,1,34,10,2,12,0,1,1,0,0
1016,0,1,33,16,2,22,0,0,0,1,0
1017,0,1,40,14,1,14,0,0,1,0,0
1018,0,1,314,6,1,6,0,1,0,0,0
1019,0,1,126,16,8,48,2,1,1,2,0
1020,0,0,230,12,2,18,0,1,0,0,1
1021,0,1,98,12,1,12,0,0,0,0,1
1022,1,0,151,8,1,8,0,0,0,1,0
1023,1,0,306,8,1,8,0,0,1,0,0
1024,1,1,43,2,2,4,0,1,1,0,0
1025,0,0,102,2,2,8,1,0,0,0,0
1026,1,1,276,10,2,16,1,0,0,0,0
1027,0,1,254,14,3,28,0,1,0,0,2
1028,0,1,202,12,1,12,1,0,0,0,0
1029,0,0,137,36,1,36,0,0,0,0,1
1030,0,1,193,16,10,50,1,0,5,2,2
1031,1,0,304,2,3,10,1,0,0,0,1
1032,0,1,408,16,10,48,3,0,3,1,1
1033,0,0,193,28,1,28,0,0,0,0,0
1034,0,0,225,18,1,18,1,0,0,0,0
1035,0,0,112,16,1,16,0,0,0,0,0
1036,0,1,282,16,11,58,3,2,3,3,0
1037,0,1,305,2,2,6,1,0,1,0,0
1038,0,1,161,4,1,4,0,0,1,0,0
1039,1,1,49,10,1,10,0,1,0,0,0
1040,0,0,149,10,1,10,1,0,0,0,0
1041,0,1,274,10,8,26,2,1,2,2,1
1042,0,1,183,4,1,4,0,0,0,0,1
1043,1,0,400,6,11,52,2,0,4,2,3
1044,0,0,154,12,10,44,1,1,2,2,1
1045,0,1,218,4,4,24,2,1,0,1,0
1046,0,1,153,4,1,4,1,0,0,0,0
1047,0,0,170,24,2,30,0,0,2,0,0
1048,0,1,341,4,6,18,2,1,0,1,0
1049,1,0,265,4,2,8,0,0,0,2,0
1050,0,1,71,4,2,12,1,0,0,1,0
1051,0,1,432,14,9,60,3,0,3,0,1
1052,0,0,108,26,2,28,0,0,1,1,0
1053,0,0,77,12,1,12,0,0,0,0,0
1054,0,1,53,8,1,8,0,0,0,1,0
1055,0,1,215,8,1,8,0,0,1,0,0
1056,0,1,31,12,2,18,0,1,1,0,0
1057,1,1,290,14,2,22,0,1,0,0,1
1058,1,1,229,2,2,4,0,0,0,0,1
1059,0,1,121,8,2,12,0,1,0,0,0
1060,0,1,97,16,2,20,1,1,0,0,0
1061,0,1,247,8,2,12,1,0,0,0,1
1062,0,1,227,4,1,4,0,1,0,0,0
1063,0,0,223,16,2,20,1,0,0,0,1
1064,0,0,190,10,1,10,1,0,0,0,0
1065,0,1,254,6,3,24,0,0,1,1,1
1066,0,1,247,24,2,26,1,0,1,0,0
1067,0,1,218,12,2,16,1,0,1,0,0
1068,0,0,241,4,1,4,0,0,0,0,1
1069,0,1,217,16,2,22,0,1,0,0,0
1070,0,1,204,14,1,14,1,0,0,0,0
1071,1,0,230,12,2,20,0,0,1,0,0
1072,1,1,82,6,3,16,0,1,0,1,0
1073,0,1,218,10,2,16,1,0,1,0,0
1074,1,0,145,4,1,4,0,0,0,0,0
1075,0,1,158,16,2,18,1,0,0,0,0
1076,1,0,77,2,2,4,0,0,1,0,1
1077,0,1,87,10,1,10,1,0,0,0,0
1078,0,1,312,8,2,10,1,0,1,0,0
1079,1,0,137,6,2,8,0,1,0,1,0
1080,1,0,240,16,2,18,0,1,1,0,0
1081,0,0,373,28,9,52,2,4,1,1,1
1082,0,0,111,12,2,16,1,0,1,0,0
1083,1,1,451,12,11,78,3,0,3,0,3
1084,0,1,142,16,6,46,2,1,0,1,2
1085,0,1,163,2,1,2,1,0,0,0,0
1086,0,1,232,10,1,10,0,0,0,1,0
1087,0,1,161,8,1,8,0,0,0,1,0
1088,0,1,156,4,5,26,2,1,1,0,0
1089,0,0,289,14,1,14,0,0,0,0,0
1090,1,0,228,8,1,8,0,0,0,0,1
1091,0,1,171,24,7,58,1,1,1,1,1
1092,0,1,296,12,1,12,0,0,1,0,0
1093,0,1,293,10,1,10,0,0,0,0,1
1094,0,1,42,8,2,10,1,1,0,0,0
1095,0,0,346,16,5,42,0,0,3,1,0
1096,1,1,253,12,1,12,0,0,1,0,0
1097,0,0,156,6,2,14,0,0,1,0,0
1098,0,0,131,10,2,16,2,0,0,0,0
1099,0,1,32,16,1,16,0,1,0,0,0
1100,0,0,289,6,5,16,5,0,0,0,0
1101,0,0,216,22,1,22,0,0,0,0,1
1102,0,1,78,8,2,12,0,0,0,0,1
1103,0,0,316,14,4,34,2,1,0,0,1
1104,1,0,110,2,2,8,0,0,2,0,0
1105,0,1,132,6,2,10,0,1,1,0,0
1106,0,1,256,6,1,6,0,0,0,1,0
1107,0,0,251,4,8,38,4,0,1,1,0
1108,0,1,81,4,3,10,0,0,1,0,1
1109,0,1,206,10,1,10,0,0,0,0,0
1110,0,1,246,6,2,12,1,0,0,1,0
1111,0,0,81,20,1,20,0,0,1,0,0
1112,0,1,196,10,5,32,2,0,2,0,1
1113,0,0,261,16,1,16,0,0,0,0,0
1114,0,1,262,12,1,12,0,0,0,1,0
1115,0,0,152,4,1,4,0,1,0,0,0
1116,0,1,107,8,1,8,1,0,0,0,0
1117,0,0,159,14,2,20,1,0,0,1,0
1118,1,1,277,14,7,54,2,0,0,1,3
1119,0,1,216,10,1,10,1,0,0,0,0
1120,0,0,287,4,1,4,1,0,0,0,0
1121,0,0,371,22,6,54,1,4,0,0,0
1122,0,0,134,14,1,14,1,0,0,0,0
1123,1,1,322,12,12,74,3,2,1,1,4
1124,1,1,22,2,1,2,0,0,0,0,1
1125,0,1,143,16,7,50,0,1,1,3,2
1126,0,0,315,16,2,22,0,1,1,0,0
1127,1,0,126,14,2,20,0,0,1,1,0
1128,0,1,113,20,1,20,1,0,0,0,0
1129,0,0,121,8,1,8,0,0,0,0,0
1130,1,1,229,16,1,16,0,0,0,0,0
1131,0,1,317,10,2,16,0,0,1,1,0
1132,0,1,263,4,12,66,2,0,3,1,4
1133,0,1,287,12,2,18,0,1,1,0,0
1134,1,0,130,22,2,24,1,1,0,0,0
1135,0,0,287,16,1,16,0,0,1,0,0
1136,0,1,311,4,5,32,1,0,2,1,0
1137,1,1,311,14,9,50,0,0,2,1,0
1138,0,0,126,28,1,28,0,0,0,0,0
1139,0,1,26,16,1,16,0,0,1,0,0
1140,0,1,122,4,1,4,0,1,0,0,0
1141,1,1,304,6,1,6,0,0,0,0,1
1142,0,1,219,34,8,78,1,0,3,2,1
1143,0,1,76,6,1,6,0,1,0,0,0
1144,1,1,314,4,2,8,1,0,0,1,0
1145,0,1,301,4,1,4,1,0,0,0,0
1146,0,1,301,6,1,6,0,1,0,0,0
1147,0,1,247,12,2,18,0,0,0,1,0
1148,0,0,103,18,1,18,0,0,0,0,1
1149,1,1,374,2,10,26,4,3,0,0,3
1150,0,1,226,22,1,22,0,0,1,0,0
1151,0,0,219,10,1,10,1,0,0,0,0
