artistName,trackID,trackName,rank,streams,frequency,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,isrc,spotifyArtistID,releaseDate,daysSinceRelease,spotifyFollowers,mbid,artistCountry,indicator,spotify_followers,weeks_since_release
the beatles,1e0hllQ23AG0QGFgezgLOq,Yesterday - Remastered 2009,112,830758,1,33.2,0.179,5,-11.83,0.0326,0.879,0,0.0886,0.333,96.529,125667,4,GBAYE0601477,3WrFJ7ztbogyGnTHbHJFl2,24.12.2015,465,3021926,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB,1,3.021926,66.4285714285714
michael bublé,1FRqLI971CD1QedTiJeL3c,All I Want For Christmas Is You,104,1003145,4,50.3,0.465,8,-8.077,0.0274,0.42,0,0.101,0.147,141.796,171827,4,USRE11100704,1GxkXlMwML1oSg5eLPiAz3,14.10.2011,1000,1964691,611700cf-27f0-4dc9-ae80-c513a767853e,CA,1,1.964691,142.857142857143
migos,1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),1,10599484,12,89.7,0.661,8,-6.2,0.27,0.0633,0,0.116,0.204,127.081,334467,4,QMCE31600796,6oMuImdp5ZcFhWP0ESe6mG,28.10.2016,156,1004130,0221734a-35a8-40f7-b5c5-2f61a200bc7c,0,1,1.00413,22.2857142857143
frank ocean,1h33ETRG7JVDtGT7daBW5B,Solo,130,1189344,2,44.1,0.288,5,-10.627,0.0372,0.852,0.00000286,0.161,0.244,126.403,257380,4,QZ5C81600005,2h93pZq0e7k5yf4dywlkpM,0,,1975357,e520459c-dff4-491d-a6e4-c97be35e0044,0,1,1.975357,
ed sheeran,1HbcclMpw0q2WDWpdGCKdS,Tenerife Sea,101,920885,16,53,0.346,8,-10.497,0.0376,0.697,0.0000107,0.105,0.362,121.876,241347,4,GBAHS1400096,6eUKZXaKkcviH0Ku9w2n3V,20.06.2014,1000,8493390,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,GB,1,8.49339,142.857142857143
the chainsmokers,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,5,6277406,58,53.2,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.419,159.803,208373,4,USQX91600011,69GGBxA162lTqCwzJG5jLp,05.02.2016,422,2287131,91a81925-92f9-4fc9-b897-93cf01226282,US,1,2.287131,60.2857142857143
kygo,1I8tHoNBFTuoJAlh4hfVVE,Firestone,193,807634,1,48.6,0.652,11,-7.226,0.052,0.408,0.0000663,0.077,0.404,113.055,273684,4,SEBGA1400887,23fqKkggKUBHNkbKtXEls4,02.12.2014,852,1389135,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,NO,1,1.389135,121.714285714286
a$ap rocky,1j6kDJttn6wbVyMaM42Nxm,Lord Pretty Flacko Jodye 2 (LPFJ2),197,518020,1,48.9,0.718,6,-5.989,0.11,0.0122,0,0.0546,0.0546,207.986,126960,4,USRC11403063,13ubrt8QOOCPljQ2FL1Kca,07.01.2015,816,1734637,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,US,1,1.734637,116.571428571429
brett eldredge,1jNNHFZmRGXZFHlil5uhei,Drunk On Your Love,136,971585,12,44.3,0.831,11,-5.606,0.0616,0.414,0,0.204,0.57,182.064,173960,4,USAT21501758,0qSX3s5pJnAlSsgsCne8Cz,11.09.2015,569,165420,46510d46-ce20-4dde-b9ea-207e474353f4,US,1,0.16542,81.2857142857143
drake,1KOQDCDZw0IyGWohNncC8V,Forever,184,537460,4,45.7,0.906,5,-2.278,0.342,0.249,0,0.182,0.541,104.02,357707,5,USUM70920707,3TVXtAsR1Inumwj472S9r4,21.12.2009,1000,9338941,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.338941,142.857142857143
coldplay,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,170,790783,1,48.5,0.619,5,-7.115,0.0289,0.0941,0.00000331,0.109,0.424,138.017,242373,4,GBAYE0800265,4gzpq5DPGxSnKTe4SA8HAU,26.05.2008,1000,7041434,cc197bad-dc9c-440d-a5b5-d52ba2e14234,GB,1,7.041434,142.857142857143
big sean,1MksGqIztTT6M9R1ErKVs8,No Favors,9,5905071,6,58,0.768,11,-5.482,0.386,0.608,0.00000105,0.342,0.351,124.719,325840,5,USUM71615600,0c173mlxpT3dSFRgMO8XPh,03.02.2017,58,1975535,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,0,1,1.975535,8.28571428571429
mike posner,1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,7,5836865,18,66.5,0.725,7,-6.588,0.12,0.034,0.00000917,0.0864,0.697,101.96,197933,4,USUM71509342,2KsP6tYLJlTBvSUxnwlVWa,24.07.2015,618,433807,5b64e344-b2fb-47bd-bd7b-4c793b17d472,US,1,0.433807,88.2857142857143
dustin lynch,1N0j6Gw5lmfI7kipAgYcma,Mind Reader,184,880381,2,39.4,0.8,4,-4.17,0.0413,0.0266,0,0.184,0.532,162.053,185413,4,US58E1400443,1dID9zgn0OV0Y8ud7Mh2tS,23.03.2015,741,176946,64f8c7a9-1074-4ab7-bb2c-8397884cd38a,US,1,0.176946,105.857142857143
meek mill,1oxRy7LzzzV9g6oaWoFON5,Pullin Up (feat. The Weeknd),85,845406,3,49.8,0.59,10,-6.194,0.0483,0.168,0,0.142,0.222,131.998,269107,4,USAT21501696,20sxb77xiYeusSH8cVdatc,29.06.2015,643,853350,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,US,1,0.85335,91.8571428571429
james arthur,1Pw5C4N6Fn5E4mGCxmbbVa,Say You Won't Let Go,37,2755844,3,40,0.564,10,-7.444,0.0523,0.693,0,0.0863,0.449,99.269,211240,4,DEE861600586,4IWBUUAFIplrNtaOHcJPRM,09.09.2016,205,534860,56f62fe8-d3a0-46e0-b5df-a64a8b4b4274,GB,1,0.53486,29.2857142857143
ellie goulding,1PzKBUHhyD035EQM9GNMfV,Army,189,618001,1,43.7,0.64,11,-7.335,0.0675,0.0977,0.00000184,0.139,0.241,174.082,237408,4,GBUM71505844,0X2BH1fck6amBIoJhDVmmJ,06.11.2015,513,3272612,33ca19f4-18c8-4411-98df-ac23890ce9f5,0,1,3.272612,73.2857142857143
kanye west,1r53kDsIVmyTwdjeGRAber,Freestyle 4,65,1874211,3,47.3,0.543,7,-8.32,0.0928,0.0411,0,0.09,0.447,125.761,123387,4,USUM71603077,5K4W6rqBFWDnAN6FQUkS6x,15.06.2016,291,4422939,164f0d73-1234-4e2c-8743-d77bf2191051,0,1,4.422939,41.5714285714286
dj snake,1sNSG13fsK6KPKKNIQXXrh,You Know You Like It,45,1624486,18,40.7,0.725,5,-5.346,0.188,0.0141,0.00000246,0.306,0.239,196.093,247267,4,USUM71414293,540vIaP2JwjQb9dm3aArA4,08.12.2014,846,1024818,31445b1e-96f3-4c7f-84ec-dd02e647e690,FR,1,1.024818,120.857142857143
mic lowry,1sTUEdVO85YU8Ymk2jeAls,Oh Lord,108,1346500,9,27.3,0.794,7,-6.644,0.0675,0.0217,0,0.0616,0.396,95.902,214745,4,GBUM71604314,0AJUYWKztkg5dnrHDIBv47,16.09.2016,198,22664,2a6600d8-444f-4a2b-a9f4-d3b6fb289678,0,1,0.022664,28.2857142857143
rihanna,1Tt4sE4pXi57mTD1GCzsqm,Needed Me,3,6672358,56,68.8,0.325,5,-8.083,0.251,0.107,0,0.0837,0.274,110.888,191600,4,QM5FT1600118,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687309,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.687309,61.2857142857143
david bowie,1UBilOBSTjHxFBpsHNfykQ,Changes - 1999 Remastered Version,136,821746,1,53.7,0.355,0,-11.241,0.0363,0.357,0,0.132,0.388,113.994,214573,4,USJT19900027,0oSGxfWSnnOXhD2fKuz2Gy,21.10.2002,1000,1719086,5441c29d-3602-4898-b1a1-b77fa23b8e50,GB,1,1.719086,142.857142857143
the weeknd,1VoJttdilLYpbpYN142Zek,Real Life,8,3386609,14,57.8,0.645,11,-4.951,0.0476,0.434,0,0.36,0.313,90.664,223373,4,USUG11500913,1Xyo4u8uXC1ZmMpatF05PJ,28.08.2015,583,5418912,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418912,83.2857142857143
kehlani,1W7zkKgRv9mrLbfdQ8XyH3,Gangsta,62,2008579,11,43.9,0.447,10,-8.318,0.0436,0.111,0,0.303,0.111,121.48,177029,4,USAT21602008,0cGUm45nv7Z6M6qdXYQGTX,0,,539639,3260ce89-5eb0-4c6a-89c7-379c0dfc2ab9,US,1,0.539639,
alessia cara,1wYZZtamWTQAoj8B812uKQ,Here,9,3644649,28,37.5,0.822,0,-4.029,0.167,0.0716,0,0.0694,0.353,123.363,199453,4,USUM71506251,2wUjUUtkb5lvLKcGKsKqsR,11.03.2016,387,1010454,97e69730-3791-423b-9770-287261588854,CA,1,1.010454,55.2857142857143
rihanna,1XrrzhGLErbkiwH5v3xww9,Higher,177,765597,1,29.2,0.566,10,-4.193,0.0395,0.14,0,0.13,0.368,152.131,120627,3,QM5FT1600121,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687316,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.687316,61.2857142857143
the neighbourhood,1XTzZyrbu4zVuiwfhTdudE,R.I.P. 2 My Youth,143,641345,1,36.5,0.669,7,-5.635,0.0498,0.00231,0,0.117,0.197,94.669,205133,4,USSM11506390,77SW9BnxLY8rJ0RciFqkHh,21.08.2015,590,1138053,97b8d224-5660-419c-8dff-4b3bf0c33983,US,1,1.138053,84.2857142857143
mic lowry,1XUiFMK48Yy4fgds8l9aLH,Oh Lord,90,1465971,3,27.2,0.791,7,-6.656,0.0708,0.0195,0,0.0607,0.402,95.914,214745,4,GBUM71604314,0AJUYWKztkg5dnrHDIBv47,16.09.2016,198,22664,2a6600d8-444f-4a2b-a9f4-d3b6fb289678,0,1,0.022664,28.2857142857143
drake,1xznGGDReH1oQq0xzbwXa3,One Dance,1,15874770,42,79.1,0.619,1,-5.886,0.0532,0.00784,0.00423,0.351,0.376,103.989,173987,4,USCM51600028,3TVXtAsR1Inumwj472S9r4,06.05.2016,331,9338954,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.338954,47.2857142857143
big sean,206uaQyzb8kOiZ7rHw9wCn,Bounce Back,7,6114021,13,78.8,0.516,1,-6.807,0.219,0.1,0,0.129,0.246,81.497,222400,4,USUM71614503,0c173mlxpT3dSFRgMO8XPh,03.02.2017,58,1975535,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,0,1,1.975535,8.28571428571429
luke bryan,2070Tp3jRs1nwmikIvrXo4,Home Alone Tonight,172,855386,14,49.7,0.963,8,-1.138,0.106,0.0825,0.00000102,0.0843,0.566,161.942,190800,4,USUM71508384,0BvkDsjIUla7X0k6CSWh1I,07.08.2015,604,1506851,aab35942-f176-4f77-bbf9-1d6aa98ccf3f,US,1,1.506851,86.2857142857143
michael bublé,23EvkivHtoFgkSK5pckvwq,Cold December Night,172,739712,1,51.7,0.702,3,-6.763,0.0247,0.00722,0,0.0896,0.404,83.873,198267,4,USRE11100711,1GxkXlMwML1oSg5eLPiAz3,14.10.2011,1000,1964693,611700cf-27f0-4dc9-ae80-c513a767853e,CA,1,1.964693,142.857142857143
drake,23NWj2izXAJ4yL6Nah73wf,Pop Style,5,6020590,4,79.5,0.482,11,-8.995,0.22,0.234,0.00000399,0.104,0.0593,132.985,209453,4,USCM51600032,3TVXtAsR1Inumwj472S9r4,12.04.2016,355,9338954,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.338954,50.7142857142857
the weeknd,25khomWgBVamSdKw7hzm3l,The Hills,2,7662493,81,35.6,0.567,0,-7.011,0.0798,0.0861,0,0.137,0.116,135.553,242253,5,USUG11500737,1Xyo4u8uXC1ZmMpatF05PJ,28.08.2015,583,5418916,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418916,83.2857142857143
desiigner,275a9yzwGB6ncAW4SxY7q3,Panda,1,9789025,16,72,0.748,10,-5.522,0.393,0.0235,0,0.369,0.245,145.22,247867,4,USUM71601094,7pFeBzX627ff0VnN6bxPR4,01.03.2016,397,543577,05b75ee5-98cd-430e-b1ec-ec0f61fdabda,US,1,0.543577,56.7142857142857
drake,27GmP9AWRs744SzKcpJsTZ,Jumpman,3,5717689,77,85.3,0.547,1,-7.535,0.194,0.0565,0,0.341,0.677,142.065,205879,4,USCM51500300,3TVXtAsR1Inumwj472S9r4,25.09.2015,555,9338964,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.338964,79.2857142857143
kent jones,27PmvZoffODNFW2p7ehZTQ,Don't Mind,8,5647274,28,46.4,0.771,8,-4.503,0.336,0.0235,0,0.063,0.678,158.777,198237,4,USSM11603011,3jHBxvZ9gbBkZ17wKUqVsO,25.04.2016,342,78528,53f2833a-4986-46f5-8b73-28d22f275228,0,1,0.078528,48.8571428571429
the weeknd,28YLWwEB6xnJQYN7e062rH,Tell Your Friends,15,2810003,14,58.4,0.455,1,-11.066,0.0488,0.246,0,0.181,0.306,74.634,334333,4,USUG11500917,1Xyo4u8uXC1ZmMpatF05PJ,28.08.2015,583,5418919,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418919,83.2857142857143
vince guaraldi trio,299lFlaAsNQdgbIZNPmIA0,Christmas Time Is Here - Vocal,128,1327544,4,32.6,0.139,5,-19.668,0.0381,0.978,0.00000365,0.102,0.11,120.384,166387,5,USC4R1201098,4ytkhMSAnrDP8XzRNlw9FS,12.11.2012,1000,42782,744b52c8-509b-4451-abfd-a17d18d4bd1d,US,1,0.042782,142.857142857143
demi lovato,29iiePSWqijslJ0rAas3kB,Stone Cold,179,626574,1,48.1,0.462,8,-7.563,0.0527,0.477,0,0.0966,0.361,139.532,191308,3,USHR11536744,6S2OmqARrzebs0tKUEyXyp,16.10.2015,534,3109057,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,US,1,3.109057,76.2857142857143
kodak black,2BoS7pU92MQtynhQ0cZOLT,Tunnel Vision,5,7341536,4,49.7,0.489,11,-7.724,0.294,0.0576,0.0000991,0.122,0.231,171.853,268187,4,USAT21700379,46SHBwWsqBkxI7EeeBEQG7,17.02.2017,44,638302,5ec1ecc6-4535-4911-a27a-e26343f4a189,0,1,0.638302,6.28571428571429
kanye west,2BsaECzKFhYT81E0uVZEv4,Famous,60,1639796,1,36.3,0.745,6,-3.705,0.185,0.0487,0,0.119,0.452,174.064,196280,4,USUM71603020,5K4W6rqBFWDnAN6FQUkS6x,15.06.2016,291,4422939,164f0d73-1234-4e2c-8743-d77bf2191051,0,1,4.422939,41.5714285714286
future,2Ce5IyMlVRVvN997ZJjJJA,Selfish,24,4392715,3,41.5,0.369,8,-10.044,0.0741,0.0303,0.00000764,0.383,0.0951,95.746,251423,4,USSM11701732,1RyvyyTE3xzB2ZywiAwp0i,24.02.2017,37,2423167,48262e82-db9f-4a92-b650-dfef979b73ec,0,1,2.423167,5.28571428571429
grace,2CpH1L4CUR47RARB3PgY1l,You Don't Own Me,143,994471,3,33.6,0.664,7,-5.68,0.102,0.166,0.00000131,0.0575,0.303,186.394,199315,3,USRC11500344,6y5amJcTjeDgLXIjtQLMst,17.03.2015,747,77280,1ec7db1c-2205-4080-8141-440a4dcaaee1,AU,1,0.07728,106.714285714286
tyga,2Cth0v1xri32oZ799rL3rl,Feel Me,147,1184806,1,44.2,0.636,1,-4.219,0.262,0.124,0,0.879,0.228,87.692,199957,5,USUM71615276,5LHRHt1k9lMyONurDHEdrp,01.01.2017,91,1812002,ce09ea31-3d4a-4487-a797-e315175457a0,US,1,1.812002,13
fetty wap,2d8JP84HNLKhmd6IYOoupQ,Trap Queen,9,3089439,59,74.6,0.873,7,-3.803,0.128,0.0244,0,0.354,0.808,148.075,222093,4,QM7XC1400004,6PXS4YHDkKvl1wkIl4V8DL,25.09.2015,555,2023198,e3492ea0-5997-4241-a7bf-2fd7fb1bfad1,US,1,2.023198,79.2857142857143
kyle,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),2,8744283,5,74.6,0.653,7,-6.745,0.289,0.378,0,0.229,0.663,75.016,253107,4,USAT21700378,4qBgvVog0wzW75IQ48mU7v,02.12.2016,121,178229,75b7ef51-0b2c-4e86-978a-b8a98095eed7,0,1,0.178229,17.2857142857143
dj khaled,2fa6SJosRytOmG8bXFJzuL,Gold Slugs,72,1107514,1,40.3,0.919,0,-1.925,0.28,0.323,0,0.382,0.61,117.435,258600,5,USQX91502806,0QHgL1lAIqAw0HtD7YldmP,13.10.2015,537,851422,081a2d60-9791-4e05-a075-f1890355eeee,US,1,0.851422,76.7142857142857
panic! at the disco,2fmCA13dwQQOGBIbIOWRiJ,LA Devotee,72,1233881,3,49,0.848,9,-5.05,0.0645,0.00043,0.00000849,0.0665,0.713,175.998,196520,4,USAT21503698,20JZFwl6HVl6yg8a4H3ZqK,27.11.2015,492,2295247,b9472588-93f3-4922-a1a2-74082cdf9ce8,US,1,2.295247,70.2857142857143
bruno mars,2gFvRmQiWg9fN9i74Q0aiw,24K Magic,10,4752746,6,81.8,0.803,1,-4.282,0.0797,0.034,0,0.153,0.618,106.97,225983,4,USAT21602944,0du5cEVh5yTK9QJze8zA0C,07.10.2016,177,5986869,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,US,1,5.986869,25.2857142857143
justin bieber,2GpHJb7xGNBaIDTrBxjIu6,Sorry,2,10084730,3,66.5,0.759,0,-3.694,0.0399,0.0767,0,0.313,0.382,99.992,200787,4,USUM71516760,1uNFoZAHBGtllmzznpCI3s,13.11.2015,506,8714059,e0140a67-e4d1-4f13-8a01-364355bee46e,CA,1,8.714059,72.2857142857143
tory lanez,2Gyc6e2cLxA5hoX1NOvYnU,Say It,172,937431,1,38.4,0.512,4,-10.545,0.0753,0.0798,0.0000119,0.129,0.251,107.241,237787,4,USUM71510633,2jku7tDXc6XoB6MO2hFuqg,19.08.2016,226,491122,5b8ec72b-9e39-4a06-a2bf-964166b92a71,CA,1,0.491122,32.2857142857143
david bowie,2h9h3uJyRAb54OyrQK33lA,Ziggy Stardust - 2012 Remastered Version,131,836611,1,49.8,0.593,7,-11.72,0.0985,0.0476,0.00000342,0.332,0.464,79.47,193577,4,USJT11200009,0oSGxfWSnnOXhD2fKuz2Gy,14.11.2014,870,1719086,5441c29d-3602-4898-b1a1-b77fa23b8e50,GB,1,1.719086,124.285714285714
the weeknd,2HNcNd5RPZ7DSRNbIl6JsP,The Hills,2,5068470,7,58.7,0.566,0,-7.017,0.0528,0.0843,0,0.145,0.159,113.025,242519,4,USUG11500737,1Xyo4u8uXC1ZmMpatF05PJ,28.08.2015,583,5418922,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,CA,1,5.418922,83.2857142857143
alessia cara,2jplimH0b7Abf5LQSPx27A,Here,20,2382435,11,37.5,0.818,0,-4.031,0.141,0.084,0,0.0569,0.332,112.887,200226,4,USUM71506251,2wUjUUtkb5lvLKcGKsKqsR,11.03.2016,387,1010454,97e69730-3791-423b-9770-287261588854,CA,1,1.010454,55.2857142857143
ellie goulding,2l8w0zZVn4AZNuzrht7MRT,Love Me Like You Do - From \Fifty Shades Of Grey\,158,840098,2,25.4,0.617,5,-6.612,0.0537,0.24,0,0.125,0.271,189.425,252534,4,GBUM71507204,0X2BH1fck6amBIoJhDVmmJ,03.03.2017,30,3272612,33ca19f4-18c8-4411-98df-ac23890ce9f5,0,1,3.272612,4.28571428571429
selena gomez,2LcB304HDrCx8WVDEQn7CK,Good For You,6,3676023,5,48,0.681,5,-6.619,0.096,0.174,0,0.0783,0.203,88.772,220679,4,USUM71508741,0C8ZW7ezQVs4URX5aX7Kqx,09.10.2015,541,3865311,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,US,1,3.865311,77.2857142857143
gryffin,2lFRw6rPXivo6kNmghePcK,Whole Heart,174,911322,3,49.1,0.65,9,-7.151,0.0867,0.0409,0.0000214,0.162,0.178,163.908,225200,4,USUM71607521,2ZRQcIgzPCVaT9XKhXZIzh,26.08.2016,219,35238,f1348139-efb5-43c7-9204-199827efad3c,0,1,0.035238,31.2857142857143
kings of leon,2mwnYvlLVP465u9V9wjUGj,Find Me,144,1027933,1,40,0.946,1,-3.966,0.0634,0.000136,0.853,0.155,0.603,161.591,245573,4,USRC11601474,2qk9voo8llSGYcZ6xrBzKx,14.10.2016,170,1838918,6ffb8ea9-2370-44d8-b678-e9237bbd347b,US,1,1.838918,24.2857142857143
post malone,2N0NifjyXAdMOB4KBGvBJ6,White Iverson,8,3981617,70,66.9,0.521,7,-8.732,0.0366,0.236,0,0.0802,0.324,130.071,255173,4,USUM71511528,246dkjvS1zLTtiykXe5h60,19.02.2016,408,629608,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,0,1,0.629608,58.2857142857143
a$ap rocky,2N3U8uTYhjX2KwGT0pf5x0,Everyday,86,852336,20,39.4,0.661,4,-8.684,0.193,0.0101,0,0.343,0.32,149.822,260987,4,USRC11500811,13ubrt8QOOCPljQ2FL1Kca,08.05.2015,695,1734637,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,US,1,1.734637,99.2857142857143
the game,2ObEEcNMTxpxGUmHUGL89U,On Me (feat. Kendrick Lamar),134,744143,1,48.3,0.662,2,-9.18,0.541,0.136,0,0.796,0.662,85.798,285640,4,USKO11501528,0NbfKEOTQCcwd6o7wSDOHI,22.01.2016,436,784996,baec7ed1-32d7-482d-9455-33c403e61952,GB,1,0.784996,62.2857142857143
imagine dragons,2Oehrcv4Kov0SuIgWyQY9e,Demons,166,602774,11,32.7,0.71,3,-2.928,0.0547,0.202,0.00009,0.28,0.375,179.561,175200,4,USUM71201071,53XhwfbYqKCa1cC15pYq2q,04.02.2013,1000,4052409,012151a8-0f9a-44c9-997f-ebd68b5389f9,US,1,4.052409,142.857142857143
rihanna,2OvftP4F7VMMTdfyUx883s,Woo,156,829308,2,41.7,0.471,9,-5.257,0.0358,0.0594,0.00368,0.32,0.2,114.93,235587,4,QM5FT1600117,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687329,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.687329,61.2857142857143
big sean,2pzuU8vLaG8W1P31X65ZP9,Voices In My Head/Stick To The Plan,50,2622289,2,47.3,0.534,1,-8.622,0.249,0.147,0,0.585,0.126,145.166,242307,4,USUM71615605,0c173mlxpT3dSFRgMO8XPh,03.02.2017,58,1975535,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,0,1,1.975535,8.28571428571429
5 seconds of summer,2QkwobFFcaQ9KJhi1NiB7Y,Girls Talk Boys - From \Ghostbusters\ Original Motion Picture Soundtrack,105,1364473,2,83,0.771,7,-3.343,0.0509,0.122,0,0.114,0.888,120.014,216099,4,GBUM71603113,5Rl15oVamLq7FbSb0NNBNy,15.07.2016,261,2221354,830e5c4e-6b7d-431d-86ab-00c751281dc5,AU,1,2.221354,37.2857142857143
the chainsmokers,2rizacJSyD9S1IQUxUxnsK,All We Know,7,5911315,24,66.2,0.586,0,-8.821,0.0307,0.097,0.00272,0.115,0.324,90,194080,4,USQX91602153,69GGBxA162lTqCwzJG5jLp,30.09.2016,184,2287147,91a81925-92f9-4fc9-b897-93cf01226282,US,1,2.287147,26.2857142857143
travis scott,2rMFawCg4BW65jzbwztXAV,Oh My Dis Side,158,668718,1,45.9,0.623,1,-4.45,0.0489,0.352,0,0.131,0.197,126.018,351253,4,USSM11506729,0Y5tJX1MQlPlqiwlOH1tJY,04.09.2015,576,852854,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,US,1,0.852854,82.2857142857143
rihanna,2SMf3oF07WpSE55fCuEvSG,Close To You,191,741209,1,49.4,0.17,10,-11.368,0.0337,0.895,0,0.139,0.158,80.098,223227,4,QM5FT1600112,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687329,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.687329,61.2857142857143
kygo,2sNvitW3TxiTeC9xT9f2ZZ,Firestone,103,782671,19,48.6,0.652,11,-7.226,0.052,0.408,0.0000663,0.077,0.404,113.055,273684,4,SEBGA1400887,23fqKkggKUBHNkbKtXEls4,02.12.2014,852,1389135,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,NO,1,1.389135,121.714285714286
sam hunt,2sUKv0BT5iyyPvdMrZ1LmD,Drinkin' Too Much,141,1218674,1,42,0.381,1,-9.364,0.0512,0.874,0,0.104,0.159,137.833,231493,4,USUM71616273,2kucQ9jQwuD8jWdtR9Ef38,06.01.2017,86,557270,b27229bb-5669-4e98-b4ce-0158b2451fe8,0,1,0.55727,12.2857142857143
childish gambino,2u9kn2AZkrMCb11SuaGGGi,Riot,117,1451428,1,49.8,0.95,5,-5.903,0.0736,0.000318,0.0000243,0.39,0.617,91.324,125120,4,USYAH1600106,73sIBHcqh3Z3NyqHKZ7FOL,02.12.2016,121,1745716,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,US,1,1.745716,17.2857142857143
arctic monkeys,2UzMpPKPhbcC8RbsmuURAZ,Do I Wanna Know?,173,558424,1,55,0.532,5,-7.591,0.032,0.174,0.000347,0.218,0.423,85.032,272387,4,GBCEL1300362,7Ln80lUS6He07XvHI8qqHH,09.09.2013,1000,3615683,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,GB,1,3.615683,142.857142857143
drake,2Vr6FETnu1h4ZoeU0f5XOS,Fake Love,4,5866972,1,92.3,0.535,9,-7.353,0.301,0.161,0,0.103,0.73,133.942,207813,4,USCM51600333,3TVXtAsR1Inumwj472S9r4,03.03.2017,30,9338979,9fff2f8a-21e6-47de-a2b8-7f449929d43f,CA,1,9.338979,4.28571428571429
lana del rey,2WFb9JwoOvZMoiuzZrCfR4,High By The Beach,53,1189757,4,52.6,0.484,11,-11.13,0.0359,0.255,0.00601,0.118,0.0844,131.978,257573,4,GBUM71502978,00FQb4jTyendYWaN8pK0wa,10.08.2015,601,4800317,b7539c32-53e7-4908-bda3-81449c367da6,US,1,4.800317,85.8571428571429
panic! at the disco,2YSbHu9XF4bNYWt3MnIhgE,Bohemian Rhapsody,137,1063178,3,38.6,0.562,10,-4.363,0.03,0.175,0.00000917,0.209,0.241,72.945,363114,4,USAT21602014,20JZFwl6HVl6yg8a4H3ZqK,0,,2295247,b9472588-93f3-4922-a1a2-74082cdf9ce8,US,1,2.295247,
rihanna,2YXYKrW2HtvLIVCMD3eXXj,James Joint,136,884255,2,39.9,0.203,4,-11.649,0.0298,0.66,0.000163,0.27,0.418,134.202,72080,4,QM5FT1600114,5pKCCKE2ajJHZ9KAiaK11H,29.01.2016,429,9687329,73e5e69d-3554-40d8-8516-00cb38737a1c,0,1,9.687329,61.2857142857143
j. cole,2z3joGXrdGL2iEjIKQTiN1,Ville Mentality,10,7687283,5,85.7,0.378,7,-8.371,0.0928,0.789,0.000171,0.119,0.638,119.976,194347,3,QMJMT1601082,6l3HvQ5sa6mXTsMTB19rO5,09.12.2016,114,2637936,875203e1-8e58-4b86-8dcb-7190faf411c5,US,1,2.637936,16.2857142857143
twenty one pilots,2Z8WuEywRWYTKe1NybPQEW,Ride,6,5450673,84,64.5,0.713,6,-5.355,0.0393,0.00835,0,0.113,0.58,74.989,214507,4,USAT21500598,3YQKmKGau1PzlVlkL1iodx,12.05.2015,691,3888070,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,US,1,3.88807,98.7142857142857
