isrc,n_playlists,streams,sp_popularity,youtube_views,tiktok_counts,ins_followers_artist,monthly_listeners_artist,playlist_total_reach_artist,sp_fans_artist,shazam_counts,log_n_playlists,log_streams,log_youtube_views,log_tiktok_counts,log_ins_followers_artist,log_monthly_listeners_artist,log_playlist_total_reach_artist,log_sp_fans_artist,log_shazam_counts
TCACJ1591820,127,515938,56,14718656,1099,846694,476311,595653,162517,186365,4.84418708645859,13.1537418822057,16.5046263627487,7.00215595440362,13.6490946332701,13.0738262812105,13.2974135617296,11.9985378906647,12.1354623953626
USSD11900131,151,2651289,55,56784202,941,1669235,2443922,7977406,396644,69140,5.01727983681492,14.7905564947953,17.8547687112022,6.84694313958538,14.3278759956082,14.7091146838707,15.892123853925,12.8907944319297,11.1438887134756
GBAHS1100095,11246,11087675,76,342110056,14400,31799118,54645910,333851354,16312741,7016016,9.32776778885215,16.2213446890154,19.6506430444296,9.57498348556409,17.2749491115167,17.816384929896,19.6262064039736,16.6074570168844,15.7637060935333
USWB10002403,3431,2331647,45,188852968,2698,5591790,20950356,61373462,9444886,531763,8.14060704285845,14.6620854427819,19.0564793231761,7.9002660367677,15.5368100085426,16.8576661970281,17.9324880847018,16.0609839889667,13.1839531803424
DECE71900312,513,56583674,64,76174873,519,4175967,4624519,19601164,995210,209719,6.24027584517077,17.8512310563354,18.148542215621,6.25190388316589,15.2448565062145,15.3468829235203,16.7910995101925,13.8107090491481,12.2535238184127
FXQ022000082,47,3154706,58,26790188,110600,1914634,1833560,5123695,389405,58365,3.85014760171006,14.9644058641955,17.10354625904,11.6136753680704,14.4650370396152,14.4217699902559,15.4493864164176,12.8723752121049,10.9744716740868
BRWNV1900330,725,50256316,69,335235663,19200,10141349,6145543,32280946,5500589,204581,6.58617165485468,17.7326467885472,19.6303443141109,9.86266555801587,16.132131584754,15.6312376616024,17.2899877070085,15.520365735378,12.2287192640624
DEQ321900310,91,4636831,50,1484919,125,161556,1307702,6544277,17846,16250,4.51085950651685,15.3495417167314,14.2108707832767,4.8283137373023,11.9926071107672,14.0837819562962,15.6941014852197,9.7895346724601,9.69584818775788
FRS182044112,25,2349527,62,8256243,319,460497,1957193,5917802,328417,29150,3.2188758248682,14.6697245892657,15.9264801994099,5.76519110278484,13.0400616199983,14.4870218618528,15.5934756541335,12.7020394213594,10.2802101917786
FR2X41814907,68,2907492,40,146488151,196,492692,47959,42464,625,153468,4.21950770517611,14.8828014118664,18.8024551026043,5.27811465923052,13.1076395113391,10.7781017582151,10.6564119371319,6.4377516497364,11.9412473552213
ITQ001800306,57,1983153,57,13961489,25600,338882,1398829,3106641,17182,72303,4.04305126783455,14.5001985603501,16.4518133115016,10.1503476304677,12.7334072431719,14.1511460160125,14.949052636157,9.751617603198,11.1886209010619
USQX92002595,1322,137291171,86,48227102,84500,6780654,16653513,106122457,320232,592843,7.18690102041163,18.7376145642278,17.6914317031571,11.3445068133453,15.7295841154416,16.6281317431263,18.4801042400001,12.6768010120904,13.2926848874453
ITB001800499,100,30286315,59,11126374,387,2222251,3112312,9289720,211358,27732,4.60517018598809,17.2262065182899,16.2248288840084,5.95842469302978,14.6140312040982,14.9508764163244,16.0444189704004,12.261308657183,10.2303422600624
USDPK1800004,1684,812906,66,27569351,25800,347186,2832318,8486893,39413,4090698,7.42892719480227,13.6083707606891,17.1322152426431,10.1581297709097,12.7576159383747,14.8566060156275,15.954033531355,10.5818509901033,15.2242261736049
DEUM71601055,3933,5132959,70,701894431,263100,1130216,4419470,25729515,406737,5103272,8.27715777243181,15.4511928539789,20.3692935674905,12.4802894670284,13.9379193228641,15.3015303373619,17.0631493344884,12.9159220639067,15.4453924606048
NLSU31900054,25,68774,43,4101336,24,751399,1679758,8869145,19030,29534,3.2188758248682,11.1385810455199,15.2268233322543,3.17805383034795,13.529692081272,14.3341602933845,15.998088957306,9.8537719602902,10.2932974210337
USSM11904210,399,239882,64,5420266,2417,2072600,12088289,49626756,1627842,183033,5.98896141688986,12.3879024147498,15.5056554497023,7.79028238070348,14.5443144157323,16.3077476906569,17.720040681736,14.3027657692378,12.1174217434353
USRE11900383,287,4275,59,6236345,3979,3114110,19019794,74128514,4094747,235570,5.65948221575962,8.36053938137086,15.6459048315551,8.28878581042693,14.9514539550939,16.7609907843183,18.1213108205666,15.2252154906989,12.3697633881867
USUM72014954,601,33343916,80,29130643,13300,7862496,17186761,79135066,359849,180638,6.39859493453521,17.3223858848981,17.1873012021558,9.49551931420985,15.8776146712467,16.6596499361031,18.186666646767,12.7934397779964,12.1042503075773
FR59R1636566,35,262837,57,7408759,4312,1462772,1900999,3239267,41811,18499,3.55534806148941,12.4792893471588,15.8181735068633,8.36915711258883,14.1958438237015,14.4578900954315,14.9908576276057,10.6409147417876,9.82547195555139
NOAJR1500065,2087,104658,57,15268479,1799,39096,3487709,15368755,18533,232600,7.6434829070772,11.5584531702462,16.541301065161,7.49498623395053,10.57377543895,15.0647556316315,16.5478471102821,9.82730820579731,12.3570755190667
USRC11400627,3540,69246,68,2895159,9808,65478,1616118,22740523,25600,1501532,8.17188200612782,11.1454206606485,14.8785505897609,9.19095365817599,11.0894694873411,14.2955375351993,16.9396590451427,10.1503476304677,14.2219964781997
CLLL21700413,280,10599699,62,21591377,106,213837,1208933,8933140,23704,95111,5.63478960316925,16.1763361624527,16.8878045799847,4.66343909411207,12.2729693215337,14.0052487103607,16.0052785147877,10.0733990892534,11.4627999095627
USSM11705481,2254,9090228,53,33084108,66,13111290,13887961,114173009,964603,444874,7.72046169459972,16.0227105483474,17.3145636042065,4.18965474202643,16.3889842490684,16.4465329076986,18.5532254787401,13.7794718967096,13.0055463749875
GBARL1601358,15926,120541144,76,394523574,395500,9737215,35697268,215126471,11158076,6915851,9.67570827281739,18.6075016965997,19.7931894531188,12.8879060661898,16.0914657004401,17.3905847172109,19.1867366503576,16.2276740986209,15.749326581308
QMJMT1601094,3993,2374183,65,16257468,82,5971001,20424802,77588339,1996390,112642,8.29229810706322,14.6801639362693,16.6040629304012,4.40671924726425,15.6024251430053,16.8322605046609,18.1669277032431,14.5068511075488,11.6319699269161
FRUM71701676,675,40017044,65,266788249,36700,1262866,1267817,2369501,455153,1524708,6.51471269087253,17.5048160213234,19.4019658268079,10.5105320340427,14.0488942991086,14.0528070817974,14.6781899424197,13.0283889051454,14.2373134742801
GBUM70915600,2092,44266,56,12503647,319,14334949,26646037,207547096,5692803,24414,7.64587582518481,10.697972167002,16.3415309197189,5.76519110278484,16.4782110995674,17.0981509920775,19.1508688405562,15.554713303435,10.1029120172297
USSM11800410,667,275375,57,32755590,473,3453102,13136995,75898852,142813,141234,6.50279004591562,12.5258890841046,17.3045841925031,6.15909538849193,15.0547835154667,16.3909428538472,18.1449121170868,11.8692913611586,11.8581733682564
TCACY1707257,924,105851,57,32140526,125000,29549102,43732503,273217008,2016919,313554,6.82871207164168,11.5697877238495,17.2856282840389,11.7360690162844,17.2015639121837,17.5936021593454,19.4257769384816,14.5170816574785,12.6557268730258
GBDDH8300002,9382,4588316,60,426511,4021,65469,5602219,51509799,961587,4033,9.1465482388884,15.3390236301865,12.963393436906,8.29928590689728,11.0893320271471,15.5386733272191,17.7572826193792,13.7763403235369,8.30226579487337
USUG11900624,401,3483747,18,4905379,4809,7451765,17058836,105143422,1402736,83368,5.99396142730657,15.0636189966369,15.4058429160904,8.47824444127766,15.823961475048,16.6521788679228,18.470835899906,14.1539351731678,11.3310198216723
FR9W11913925,76,4058897,55,18972625,116,1288579,904199,773984,383963,48720,4.33073334028633,15.2164218197908,16.7585077087218,4.75359019110636,14.0690506187977,13.714804747892,13.5593064805236,12.8583014727608,10.7938449023838
DEQ022006118,271,29196325,63,11428598,40600,161590,1741584,6326762,38763,160937,5.6021188208797,17.1895534031536,16.2516293685801,10.6115233455898,11.9928175419663,14.3703056019058,15.6602991308576,10.5652214623903,11.9887682630393
USUG11902391,796,74662,27,56552931,1740,7941348,27827096,221958913,5126563,484453,6.67959918584438,11.2207265402159,17.850687589422,7.46164039220858,15.8875935921132,17.1415207802314,19.2180028461312,15.4499460121029,13.0907756983835
GBHMU2000041,571,127712,21,15203048,55400,13844678,19800114,153919836,3197467,283376,6.34738920965601,11.7575330078485,16.5370064920296,10.9223348727354,16.4434114568231,16.8011982532239,18.8519424793925,14.9778694918189,12.5545299166964
KRA301900277,118,91922,53,1691052,71,20376385,2118480,9475432,145042,12244,4.77068462446567,11.4286956703364,14.3408613784428,4.26267987704132,16.8298871902411,14.5662094083622,16.064212901561,11.8847786346332,9.4127913000653
USSM11802097,2541,19417016,54,1745918,1308,23233217,22503469,114590511,1072916,964526,7.84031298332016,16.7816603529964,14.3727910497886,7.17625453201714,16.9610935798765,16.9291800330683,18.5568755577696,13.8858907333667,13.7793920679371
USUG11800947,820,1010826,74,31756405,510,12170767,35170985,168430596,1241811,122551,6.7093043402583,13.8262783763656,17.2736049952412,6.23441072571837,16.3145474868069,17.375732010882,18.9420343297303,14.0320813559829,11.7162825488577
CZA231900610,16,3826063,53,240311,51,92775,129167,31990,1226,3521,2.77258872223978,15.1573468951301,12.3896891967901,3.93182563272433,11.4379324859288,11.7688614197493,10.3731786329436,7.11151211649616,8.16650031915505
USUM71812656,625,1867954,54,2011972,60,2251755,27499292,176690983,226576,62843,6.4377516497364,14.4403542722001,14.5146258936039,4.0943445622221,14.6272204701387,17.1296708168508,18.9899129059935,12.3308357084628,11.0483948315228
USSD11700341,800,12143177,76,489834992,21300,18122620,16532748,105951101,3078763,1288327,6.68461172766793,16.3122780062288,20.0095791413352,9.96646235169752,16.7126714397382,16.6208536991745,18.4784882343188,14.9400384509009,14.0688550354114
USUG11801958,376,2288019,51,20379105,5,10101625,11559297,92214672,275396,55641,5.9295891433899,14.6431969356432,16.830020669191,1.6094379124341,16.128206859959,16.2630006062105,18.3396298081877,12.525965340843,10.9266756185574
NZUM71700063,6348,20171405,59,153862997,86600,6799906,14199045,87015021,1557159,2891099,8.7558950816463,16.8197765654122,18.8515731345523,11.3690550945505,15.7324193465214,16.4686852667887,18.2815913168881,14.2583735650628,14.8771472646183
NZUM71700074,1976,11285040,15,40721992,13700,6799906,14199045,87015021,1557159,419816,7.58882987830781,16.2389885127556,17.5222788484599,9.52515111181622,15.7324193465214,16.4686852667887,18.2815913168881,14.2583735650628,12.9475717990297
FRX872025716,81,482740,57,12474208,1828,7955854,9750691,54141997,826985,10790,4.39444915467244,13.0872334854206,16.3391737106125,7.5109777520141,15.8894185678575,16.0928487122576,17.8071207273217,13.6255418359937,9.28637505825218
QMUY41800145,855,660403,46,23350267,31,3567026,23632961,187456328,7221753,663771,6.75110146893676,13.4006055337192,16.9661189767033,3.43398720448515,15.0872427533529,16.9781529481262,19.049056458912,15.7926082791823,13.4056924894559
SEBGA1700449,451,78051,57,1500089,262,4026699,28827301,202701556,1910500,67928,6.11146733950268,11.2651177381613,14.2210349976456,5.5683445037611,15.2084574915719,17.1768334474729,19.1272452877618,14.4628755458691,11.1262035996792
QM3EH1500028,1253,329317,40,1700971,268,488812,7466701,102896203,46881,209028,7.13329595489607,12.7047760916903,14.3467098224378,5.59098698051086,13.0997332364563,15.8259638263609,18.4492313002206,10.7553677550814,12.2502234932655
USUM71914814,182,6602,52,1048375,201,3693566,18367363,143384531,465412,37626,5.2040066870768,8.79512791241314,13.8627519042867,5.30330490805908,15.122102945021,16.726085897622,18.7810406072288,13.0506783137895,10.5354505797711
BE6GM1900236,72,13544063,57,787608,142,354945,2374107,5090468,306441,93163,4.27666611901606,16.4214588542905,13.5767557831358,4.95582705760126,12.7797181268773,14.6801319247452,15.4428803292902,12.632780519907,11.4421059261419
TCACG1575376,131,2726714,58,32340757,1008,76429,788987,507151,111073,128024,4.87519732320115,14.8186077791734,17.2918388193841,6.91572344863131,11.2441174842837,13.5785051231397,13.1365640686054,11.6179429217901,11.7599730253258
USWD11783080,54,400100,44,7296504,17,259472,3266500,7235863,364073,131409,3.98898404656427,12.8994697948453,15.8029058872978,2.83321334405622,12.4664040759592,14.9992296332629,15.7945601922059,12.8051096759621,11.7860698758378
BRRGE2000436,105,1979387,56,33546192,75700,29613108,4133393,24286416,3308630,10529,4.65396035015752,14.4982977587764,17.3284339127046,11.2345334394255,17.2037276591084,15.2346091772868,17.0054277396594,15.0120447643932,9.26188863385676
PLB381601461,50,49944,25,19796273,8877,96783,265224,464619,13075,119779,3.91202300542815,10.8186576567416,16.8010042456236,9.09121894106832,11.480226638007,12.4883300309367,13.0489729938761,9.47845728893312,11.6934036571444
USMC16146330,2315,43920,62,1399005,175,2566,5419817,28879054,953261,599385,7.74716496652034,10.6901250761834,14.1512718276226,5.16478597392351,7.85010354517558,15.5055726090082,17.1786271152197,13.7676440171235,13.3036594085265
PLB381800256,62,1236643,29,41699324,7729,396929,797112,1702025,33972,54046,4.12713438504509,14.0279110082661,17.5459954756065,8.95273476710687,12.8915127023655,13.5887504748755,14.3473292766092,10.4332919348999,10.8975908147784
GBWWP1702907,7385,360025153,84,266009741,103100,2039018,23520692,144706579,268521,5993015,8.90720619496548,19.7016844564181,19.3990434863762,11.5434546700051,14.5279788773744,16.9733911023306,18.7902186570505,12.5006844021631,15.6061051823573
PLS282000089,6,290100,48,5230845,49,445999,586090,312424,3695,2732,1.79175946922806,12.5779809701095,15.4700833908681,3.89182029811063,13.0080719888472,13.2812286403841,12.6521165185807,8.2147358333823,7.91278922069068
CAGGP1800001,52,28669,38,468395,5,102861,427340,1594819,4740,37225,3.95124371858143,10.263571678604,13.0570672360117,1.6094379124341,11.5411338412338,12.965335228297,14.282270808138,8.46379241468912,10.5247358575522
ARF101800068,97,1333816,39,13078794,2359,8299366,2681240,20728197,27044,57727,4.57471097850338,14.1035545649099,16.3865026979076,7.76599307940768,15.9316896843071,14.8017899320478,16.8470055052314,10.2052204482106,10.9634802806558
QM2PV1669734,32,1263421,55,29653692,2182,798758,1627538,2074315,527510,38997,3.46573590279973,14.0493336791227,17.205097195049,7.68799716639302,13.5908133002732,14.3025790014866,14.5451415366632,13.1759231014986,10.5712399990761
QZDYA1800013,55,23954,51,15042023,3143,10964574,19844359,136590346,978924,10667,4.00733318523247,10.0838906035075,16.5263583754193,8.05293303679757,16.2101800881902,16.8034303433501,18.7324968291042,13.7942092882643,9.27491014262548
USAM19400003,2254,557925,41,46132606,27,550376,5027290,28432452,1006538,623005,7.72046169459972,13.2319798237277,17.6470305464595,3.29583686600433,13.2183569599994,15.430391629493,17.1630417268304,13.8220272779444,13.3423098234196
GBBKS1500223,2304,3566696,39,56323986,3241,39359136,25211838,128082088,11066281,671377,7.74240202181578,15.0871502350293,17.8466310414574,8.08363720314155,17.4882386786879,17.0428242040828,18.6681819288309,16.2194132952138,13.4170861061644
ARBEC1900001,73,2146636,56,13028597,296,5607205,7689163,30935971,387923,6633,4.29045944114839,14.5794125235961,16.3826572687066,5.69035945432406,15.5395629358785,15.8553224929052,17.2474301748496,12.8685621453026,8.79981246952556
USAT21703858,89,65552,45,7841912,614,61835,8156575,26518700,64901,9371,4.48863636973214,11.0905989997867,15.8749932401443,6.41999492814714,11.0322248261762,15.9143349084367,17.0933607024726,11.080618310894,9.14537509312382
USRC11901581,1435,53024,4,157456831,19700,78315062,31035568,229521284,7639238,1601658,7.26892012819372,10.8784999202263,18.8746618897719,9.88837391472608,18.1762505051692,17.2506444595796,19.2515063239055,15.8488084179486,14.2865499006736
USSD11600299,9073,20243174,75,2633655996,74000,70353798,37980220,259120938,9328717,5553502,9.11305824916963,16.8233282082707,21.6916388303717,11.2118203721863,18.0690473272742,17.452576055854,19.3728054527652,16.0486080499701,15.5299392777225
TR0011900172,108,16325273,49,40854931,459,150395,551999,1974619,15614,279722,4.68213122712422,16.6082249558047,17.5255380818998,6.12905021006055,11.9210204452644,13.2213015136634,14.4958860263152,9.65592322668024,12.5415515317994
DEA622000603,159,30422512,62,7041908,582,1406432,3046210,10945902,856229,79764,5.06890420222023,17.2306934186379,15.7673897141415,6.36647044773144,14.1565665587828,14.9294087529367,16.2084756976037,13.6602931427104,11.2868275538296
BRWMB2001068,235,15611956,73,22654664,18000,3589966,4848938,27140527,667773,13997,5.45958551414416,16.5635475889338,16.9358763048103,9.7981270368783,15.0936532896675,15.3942702698643,17.1165386300159,13.4117035744075,9.54659829992065
USUM71500658,17655,18225657,53,1330929795,51300,59448876,42568761,257192162,5613129,12601704,9.77877430836249,16.718340884592,21.0091436289127,10.8454460311589,17.9006272742781,17.5666312323773,19.3653340755244,15.5406188760226,16.3493426008731
IT00Y1600001,89,622130,50,20269707,3346,1996513,1478360,2720236,75614,397855,4.48863636973214,13.3409043530986,16.8246380634643,8.11552088154677,14.5069127168592,14.2064439232265,14.8162291992142,11.2333967302082,12.8938428962773
QM4TW2081056,60,11462799,59,21431682,47900,272583,1245222,2878605,212884,57948,4.0943445622221,16.2546174802666,16.8803808524705,10.776870783399,12.5156984338641,14.034824385238,14.8728163597647,12.2685026954036,10.9673013356615
FIWMA1800297,38,3532225,40,1607449,297,62039,353886,841015,14236,6690,3.63758615972639,15.0774385419613,14.2901590083076,5.6937321388027,11.0355184985274,12.7767301063536,13.6423647747057,9.56352924663008,8.80836915312228
FR9W11920243,88,6464157,55,9713352,58,73272,315641,1688105,238021,36716,4.47733681447821,15.6817831672544,16.0890119918184,4.06044301054642,11.2019338230828,12.6623607707962,14.3391171559949,12.3801141840552,10.510967906339
USRE11600460,349,37637,30,512178,18,410349,1769964,12202866,113638,24624,5.85507192220243,10.5357428880787,13.1464274998532,2.89037175789616,12.9247632961108,14.3864697653601,16.3171814001474,11.6407732363764,10.1114768560787
USCM51600086,9124,9374114,64,511253,2709,77265425,56234362,424579104,20738811,468280,9.11866358340428,16.053462618688,13.1446198542926,7.9043348420851,18.1627571301849,17.8450385515083,19.8666088926451,16.8475174302891,13.0568216865936
ITDF42000011,88,13355746,67,4092000,7,1478132,2020546,4302132,117193,30134,4.47733681447821,16.4074572621949,15.2245444060537,1.94591014905531,14.2062896863806,14.5188783298834,15.2746212717422,11.6715774273789,10.3134093813612
USUM71806749,6594,4521682,29,63313386,475,14397115,23874202,188411226,570164,2483545,8.79391542363168,15.3243946064813,17.9636073339523,6.16331480403464,16.4825383972518,16.9883090196887,19.0541375043186,13.2536793177257,14.7251975329547
USSM11702660,172,31514,38,301423,11,214429,2195090,32249579,117465,6420,5.14749447681345,10.358187170522,12.6162698728138,2.39789527279837,12.2757339602258,14.6017336059287,17.2890155468573,11.6738956958531,8.76717339668401
USMTD1709778,1453,170075,64,11209963,418,628563,5595080,29216443,1009781,669602,7.28138566357028,12.0439947952133,16.2323134944185,6.03548143252476,13.3511915406524,15.5373981981067,17.1902422251863,13.8252440336229,13.4144387850108
USSM11914308,474,474093,53,31789998,354,16497074,29231405,191721776,3151290,178001,6.16120732169508,13.0691587839637,17.2746622699741,5.86929691313377,16.6186935898121,17.1907542029866,19.0715557957221,14.9633224507794,12.089544447236
QM33F1800003,134,304707,52,34752,9,19367,313666,5532765,12977,23611,4.89783979995091,12.6271059381264,10.4559924032936,2.19722457733622,9.87132586572773,12.6560840044986,15.5261982485402,9.47093383873723,10.069467984117
CAC229800219,2800,4910638,54,3806182,416,4668229,10314975,63385841,2123491,487045,7.9373746961633,15.4069144302296,15.1521371449277,6.03068526026126,15.3562903285975,16.1491072808297,17.9647510663903,14.5685719904406,13.0961118002599
ESA011998155,56,1049550,54,14231398,9339,145080,580782,5090155,4281,34386,4.02535169073515,13.8638720588422,16.4709612083888,9.14195445910972,11.8850405933968,13.2721307502769,15.4428188399295,8.36194190614495,10.4454047837798
USZ4V1500129,6687,4076697,55,30949941,467,5777984,36101250,304790812,1160562,3227079,8.80792062205398,15.2207976596871,17.2478816507926,6.1463292576689,15.5695653908802,17.4018380487424,19.5351362369655,13.9644149285173,14.9870879516765
DEUM71801227,91,2739,48,25423825,117,36443,1180079,3228367,495675,60415,4.51085950651685,7.91534816926308,17.051197284475,4.76217393479776,10.5035046750983,13.9810919433534,14.9874869945984,13.1136757490068,11.0089926974614
COSO11800390,32,22380,44,22920551,91,6550794,2953172,10320500,1289367,20935,3.46573590279973,10.0159229818659,16.9475444896615,4.51085950651685,15.6950968216388,14.8983904048815,16.1496427664565,14.0696619582319,9.94917767845324
USSM11709198,1041,1871927,52,48651661,209,16497074,29231405,191721776,3151290,134489,6.94793706861497,14.4424789395328,17.7001965078429,5.34233425196481,16.6186935898121,17.1907542029866,19.0715557957221,14.9633224507794,11.8092376902929
ES5151900071,232,13610318,60,18031966,79300,154521,2207429,11569235,5408,67450,5.44673737166631,16.4263387395274,16.7076566297231,11.2809934076229,11.9480852884134,14.6073390478626,16.2638599777099,8.5956346177228,11.1191418616359
BRBMG0100214,811,27313,41,42376389,1381,2815261,1407283,8574453,861893,277938,6.69826805411541,10.2151180583065,17.5621019018887,7.23056315340929,14.8505655328423,14.1571714530424,15.9642977588941,13.6668864120107,12.535153346217
AUUM71600906,2016,1187500,77,112698615,71600,334535,12701370,78904058,125770,2232304,7.60887062919126,13.9873608148909,18.540227689671,11.1788503529487,12.7204967868585,16.3572204196266,18.1837432166862,11.7422101210412,14.6185447939257
JPU901703544,13,115248,42,788559,11,143273,751596,1333810,1497,30840,2.56494935746154,11.6548416071291,13.5779625082042,2.39789527279837,11.8725071801531,13.5299542245275,14.1035500665282,7.31121838441963,10.3365678276773
USWB11600360,10255,36602393,72,95466916,9993,3012914,14127111,73128846,499183,1913407,9.23552067050648,17.4156241787479,18.3742903161111,9.20964012686179,14.9184182747247,16.4636062751575,18.107733457005,13.1207280409703,14.4643959806286
TCAEM1935394,237,848035,72,71821,4982,5695,903826,2381689,298,226216,5.46806014113513,13.6506771875072,11.1819321913813,8.51358669582213,8.64734387588128,13.714392142972,14.6833204578209,5.69709348650541,12.3292455740265
FRS182073339,30,487938,55,4927892,2948,160930,485644,953789,35,48607,3.40119738166216,13.0979436275835,15.4104218683709,7.98888225330923,11.9887247668125,13.0932311241778,13.7681977519637,3.55534806148941,10.7915228324386
JPWP01771969,93,61193,46,802716,6803,17287339,6289669,13657622,681753,8495,4.53259949315326,11.0217880828737,13.5957562566481,8.82511897034506,16.6654849418243,15.6544190040805,16.4298083120329,13.4324227011382,9.04723303410603
USUG12002842,454,4749121,76,20471145,1314,151273714,45426626,308430403,8306057,56987,6.11809719804135,15.3734701062549,16.8345268915885,7.18083119904456,18.8346014293623,17.6316089668728,19.5470067778035,15.9324955656583,10.9505784506293
USUM71409719,11881,2146552,75,1088592689,59800,227219353,59976087,368330235,10121026,6136017,9.38269576445829,14.5793733918367,20.8081515879764,10.9987609399387,19.2414264216414,17.9094564907442,19.7244904714479,16.1301256000839,15.6296863925599
PT9EV1900007,78,8155668,54,9451265,350,185543,355222,863646,23641,51189,4.35670882668959,15.9142237036194,16.061659152945,5.85793315448346,12.1310419400967,12.7804982251191,13.6689182416049,10.0707377718098,10.8432799441954
DEQ021902873,222,18521489,51,12379532,135,1908880,3754792,12711608,352802,29826,5.40267738187228,16.7344421835185,16.3315550215983,4.90527477843843,14.4620272405959,15.1385434488365,16.3580261497188,12.7736622720329,10.3031357753227
GBAHS1700199,9398,484470578,75,1038873708,496800,1289004,23344379,179185583,3788470,7250071,9.14825217966276,19.998567260929,20.7614029901837,13.1159428096014,14.0693803850973,16.9658667850481,19.0039326032597,15.1474728016209,15.7965218198864
NLG661700446,881,48708729,56,52589652,2449,1731210,2312328,8497422,241362,229654,6.78105762593618,17.7013688122376,17.778029928316,7.80343505695217,14.3643311439577,14.6537653672241,15.9552733813399,12.3940531601758,12.344329107412
USUM71702213,1161,1978059,60,17277836,11800,23733351,41467044,206855595,1423835,273348,7.05703698169789,14.4976266188291,16.6649350820166,9.37585481045376,16.9823918320958,17.5404095492383,19.1475314990918,14.168864493454,12.5185009876693
NLSU31900073,373,75352,61,11914421,799,751399,1679758,8869145,19030,384001,5.92157841964382,11.2299257465027,16.2932600731253,6.68336094576628,13.529692081272,14.3341602933845,15.998088957306,9.8537719602902,12.8584004357331
USAT21501753,952,834486,59,35480119,3818,1474655,2639768,14845141,31732,831747,6.85856503479137,13.6345712454304,17.3844830694023,8.24748200428569,14.2039346220925,14.7862015924731,16.5131831642824,10.3650809144219,13.6312835870212
USYAH1600107,17426,291772,83,442895441,11300,3840977,15096158,50556689,1030263,8506668,9.76571862279123,12.5837279543324,19.9088442753205,9.33255800470043,15.1612373192862,16.5299508323245,17.7386058191079,13.845324667418,15.9563608845126
USMC15848998,7877,10710088,70,8122592,94600,253,848262,20898903,40220,1819210,8.97170239970333,16.1866966590102,15.9101598730233,11.45741275504,5.53338948872752,13.6509448293192,16.8552072275192,10.6021196633266,14.413912898885
QZ85M1940160,4262,27861416,83,203407,653700,3566462,9795712,44574695,329747,2079178,8.35749381265856,17.1427533505807,12.2229641769503,13.3904038096008,15.08708462594,16.097455296867,17.6126768792896,12.7060809727368,14.5474831812607
USUL10500195,887,85546,66,406460,247,7641366,15368437,73818014,3169007,108346,6.78784498230958,11.3568095219444,12.9152408021443,5.50938833662798,15.8490869409722,16.5478264187368,18.117113351926,14.9689288475693,11.5930850888857
GBUM71702096,658,186007,50,5939574,130,1196354,7541754,58946141,107388,129734,6.48920493132532,12.1335395863958,15.5971479715953,4.86753445045558,13.9947891563194,15.8359653389256,17.8921347205488,11.5842037229709,11.7732414793588
BRSME1801263,232,4166988,11,21478367,793,636083,2754233,12839768,918232,226083,5.44673737166631,15.2427040306308,16.8825568005064,6.67582322163485,13.3630843369521,14.8286495589041,16.368057787527,13.730205360985,12.3286574674694
NLZ541701149,1253,31542868,27,44672078,37800,24364702,18053588,164181896,2814119,1090323,7.13329595489607,17.2668580675147,17.6148592111628,10.5400643816077,17.0086460035262,16.7088550041522,18.9164854931184,14.8501598043196,13.9019845405834
NLZ541700900,1236,9535,35,12515508,1081,4942126,5833627,35180738,1942339,275001,7.11963563801764,9.16272451803452,16.3424790733147,6.98564181763921,15.4133061609564,15.5791494918156,17.376009274882,14.4794034749061,12.5245300130057
QM4TX2001954,296,5072433,35,22551523,78800,38700892,26147576,152858657,2166028,108007,5.69035945432406,15.4393311421178,16.931313160435,11.274668275846,17.47137320683,17.079267048194,18.8450242419233,14.588405633514,11.5899513188208
USUM71203347,11783,5516607,82,651002222,46600,7844138,48765318,258362470,9247858,130600,9.37441309371334,15.5232735553508,20.2940236133775,10.7493558201137,15.8752770592084,17.7025299214374,19.3698740793863,16.0399025151051,11.7798944958245
USSD11700118,2720,14221169,70,339470484,3981,3716952,9547633,64537161,1005622,2606901,7.90838715929004,16.470242187118,19.6428975615665,8.28928832300032,15.128414535556,16.071803828333,17.9827517553962,13.8211168135049,14.773672717511
USB271900134,105,246864,53,61215575,98000,28810917,19377532,137179065,867859,50264,4.65396035015752,12.4165928566828,17.9299122085686,11.4927227576527,17.1762649357801,16.7796248085363,18.7367976741499,13.673784538051,10.8250443940828
NL1TK1900001,1935,60328132,85,26185229,464700,393880,13289562,97584650,13310,2357979,7.56786260546388,17.9153090869009,17.0807060311224,13.0491473150731,12.8838015733617,16.4024894730357,18.3962307644242,9.49627091138916,14.6733154541874
USUM71900678,602,6074046,62,3878382,85,2057436,18498760,145020984,169500,249814,6.40025744530882,15.6195354978222,15.1709286143172,4.44265125649032,14.5369711053388,16.7332142607751,18.7923890071557,12.0406082058026,12.428471919939
USAT21812314,859,938222,54,9266815,42,10034662,17565764,74137400,318193,62120,6.75576892198426,13.7517418737595,16.0419502970589,3.73766961828337,16.1215558575327,16.681462338324,18.1214306862832,12.6704133959009,11.0368232772626
QMCE31902432,347,384673,71,3072432,554,61257,3115722,27816418,2265,145113,5.84932477994686,12.8601489017179,14.9379799883629,6.31716468674728,11.0228334075911,14.9519714650479,17.1411369798793,7.72533003791714,11.8852680282429
